Age,Gender,Annual Income,Spending Score
65,0,34362,85
70,1,148488,6
64,0,38309,32
84,0,135810,58
39,0,158158,88
71,0,57522,50
39,1,123225,56
40,0,51222,53
80,1,132789,78
79,1,121091,94
25,1,26349,78
66,1,71830,75
73,1,105352,31
33,1,60461,14
36,0,35885,19
22,0,155064,73
49,0,121427,36
64,0,186449,93
19,0,177973,20
22,0,176932,83
87,0,97760,48
47,1,136532,85
25,1,34961,88
42,1,32955,7
38,0,72096,7
48,1,62247,88
26,1,95490,99
85,0,155387,35
41,0,109544,93
37,0,115342,59
71,0,39243,65
63,1,41737,39
43,0,106966,13
86,0,33440,87
41,0,92938,65
61,0,66817,62
50,1,109349,2
63,1,72264,79
58,0,90629,9
24,0,185815,93
30,1,115531,55
60,1,91541,88
20,0,94393,24
47,1,124718,17
55,0,123298,17
33,1,105037,8
67,0,101993,87
33,0,191496,98
54,1,192422,19
78,1,139042,67
44,0,180018,19
65,0,109264,20
20,1,126192,70
52,1,119738,16
53,0,97931,35
71,0,109147,93
36,0,36759,54
23,1,103963,31
31,1,40717,69
33,1,153238,96
35,0,178067,8
51,1,108264,45
38,1,74907,58
90,0,113291,29
54,0,168058,39
22,0,157777,30
74,0,144715,10
52,0,95486,12
89,0,138842,57
88,1,77020,5
81,0,24578,48
39,1,126012,83
42,0,149499,6
54,0,117469,92
21,1,34532,98
34,1,140062,77
36,1,98195,25
48,1,176066,45
53,1,116677,27
80,0,36028,38
45,1,135225,22
80,0,69993,81
66,0,104690,28
86,0,90675,98
20,0,24590,100
25,0,36176,25
71,0,54358,12
31,0,92921,11
84,1,197748,48
68,1,28729,62
74,0,32222,35
80,1,99124,89
25,0,124079,16
82,1,108959,80
23,1,45397,39
39,1,111325,100
63,1,82626,60
79,0,98777,80
69,1,124618,63
48,1,66390,23
71,0,164102,63
89,0,145181,55
89,1,54900,30
40,0,84926,93
70,1,50592,92
21,1,27016,66
40,0,58154,55
71,0,152966,45
58,0,105976,87
66,0,184456,67
63,1,91905,26
84,1,86398,59
60,0,30632,36
58,0,140440,32
84,0,93929,76
73,0,82617,50
45,1,81369,70
64,0,87528,77
64,1,193293,89
23,0,119636,89
86,0,106843,15
75,0,166904,34
26,0,84902,35
21,1,173096,7
75,0,136916,81
78,1,101892,6
78,1,184801,12
74,1,71700,35
82,0,115466,7
63,0,135684,82
20,0,60198,2
62,0,150802,27
19,1,184602,3
32,0,59840,26
69,1,82941,86
78,1,46567,31
65,1,168585,38
66,0,106578,40
21,1,47596,99
90,1,179771,76
19,0,187817,33
21,1,86714,88
75,1,141896,58
74,0,131560,10
25,0,34683,45
63,1,164510,92
25,0,198973,12
46,0,173632,78
53,0,176748,64
87,1,67420,38
66,1,130613,38
35,0,31722,8
80,1,71752,3
50,1,59735,1
55,1,184639,50
51,1,74226,21
35,1,178489,41
44,1,27291,46
67,0,170788,55
84,0,41664,58
35,0,118616,40
74,0,102884,85
75,1,151709,18
31,0,193415,27
85,0,69662,83
84,1,61377,70
82,0,158238,23
62,1,36927,67
83,0,91132,57
49,1,120442,64
24,1,79963,8
76,1,161005,38
35,0,147536,76
39,1,194586,50
50,0,72823,23
33,0,187427,83
37,1,86544,50
52,0,187010,95
78,0,91514,73
49,1,169529,79
31,1,192704,71
22,0,143564,19
82,0,81799,77
82,1,127846,28
44,1,180998,57
54,1,161673,44
64,0,126216,91
33,0,149389,76
87,1,127569,25
48,0,102154,46
31,1,74330,78
18,1,136812,43
73,1,60491,99
19,0,151267,44
67,0,34006,42
33,0,167094,59
79,0,29862,92
32,1,138114,38
90,1,59942,3
49,0,121484,75
34,1,70128,20
27,0,131480,3
89,0,165180,57
72,1,57032,77
89,1,112898,18
55,1,95754,85
23,1,65730,15
77,1,177364,31
57,0,65758,54
53,0,38434,4
84,1,195236,95
71,1,168018,78
65,1,191419,43
43,1,90764,28
51,1,165010,14
30,1,70070,91
39,1,24489,24
31,1,93186,100
45,0,140207,40
60,1,159556,30
39,0,53511,91
76,0,25970,12
19,0,189450,48
76,0,159563,69
62,1,58542,32
29,0,167778,8
89,1,154733,19
32,1,92927,89
90,0,42784,78
87,1,197965,99
84,0,84573,28
84,1,80367,92
40,0,159478,70
19,0,187598,65
80,1,77432,70
72,1,150406,12
59,0,135279,8
67,0,148470,67
18,1,52316,70
69,0,172882,77
26,1,37110,92
64,0,69601,60
22,1,40750,67
82,0,58771,96
32,1,99768,73
25,1,165471,14
36,1,66093,49
18,1,185930,81
88,0,150127,11
70,1,42008,53
64,0,120398,38
58,1,124852,69
30,1,38160,14
29,0,183423,93
49,0,182973,7
21,0,72101,84
66,1,32205,2
75,0,50172,35
86,0,160365,49
73,0,35219,42
50,1,106503,25
63,1,99277,51
41,1,113228,55
63,0,167831,77
46,0,20805,11
51,0,92350,60
23,1,173806,76
89,1,176239,79
76,1,55527,85
59,0,161482,53
41,1,74770,90
62,1,144721,55
85,0,41079,5
35,0,35413,94
38,1,22820,85
49,1,27352,43
64,0,49625,69
42,0,49967,39
65,0,60507,59
81,1,182261,9
77,0,76187,21
27,1,31464,52
48,1,81011,98
40,0,114260,13
90,1,149798,37
63,1,73406,7
49,0,94595,16
53,1,112142,66
45,1,59331,73
44,1,61049,5
52,1,143726,87
40,1,111650,15
41,0,123433,87
84,1,115240,4
33,1,176295,21
82,0,164264,92
90,0,81917,5
46,1,160125,4
43,0,115891,2
81,0,38550,62
29,1,139987,69
40,0,109334,93
37,1,151080,37
75,0,189233,57
34,1,145685,95
55,1,153863,26
78,1,95379,6
86,1,110672,80
74,0,54931,7
46,0,30666,13
83,1,31400,10
38,1,55579,52
68,0,165854,94
79,0,101285,31
48,1,112481,13
34,1,113910,15
63,0,148155,1
46,1,134682,61
50,1,168003,66
71,1,57016,17
85,0,89644,98
75,1,65060,13
30,1,27341,44
75,0,33113,96
65,1,47669,72
18,1,155478,97
49,1,77732,95
78,1,102785,29
25,0,69128,18
43,0,162351,85
74,1,87306,22
43,1,29109,16
76,0,127749,38
44,1,53425,60
25,1,123290,51
36,0,143345,61
66,1,32120,57
59,1,126119,54
88,0,183223,88
60,1,69588,51
30,1,188396,2
61,1,94917,73
45,0,40547,40
41,1,179983,11
20,0,189858,96
52,0,28486,12
86,1,68918,51
21,1,65904,36
81,1,173605,92
31,1,191313,14
81,0,47985,66
56,0,144568,17
23,0,195994,80
64,0,108519,29
90,1,146966,78
44,1,37623,38
18,0,151485,62
77,1,70558,14
29,0,62771,93
59,0,157713,41
60,1,168246,17
46,1,179885,49
34,1,194596,23
76,1,53986,52
28,0,115664,22
71,1,176045,11
53,0,195010,8
85,1,109674,4
34,1,57524,91
29,0,51953,37
21,1,88923,6
42,1,141941,56
67,1,43843,18
66,1,99424,81
89,1,126557,63
35,0,20594,39
50,0,61258,68
36,1,169152,72
53,1,53397,47
30,0,172046,5
52,0,89469,77
19,0,129406,5
59,1,87812,14
84,0,25404,70
77,0,185285,10
75,0,197593,1
37,0,169376,67
30,0,113931,60
79,0,189531,80
79,1,139893,49
30,0,102177,50
41,1,140817,100
52,0,37708,78
72,0,42096,96
31,0,146446,12
52,0,43098,89
57,1,88037,6
28,0,93851,74
57,1,136826,3
71,0,122918,57
26,1,109450,88
27,1,110046,91
30,1,83713,30
47,1,132027,63
89,1,37541,3
51,0,153503,67
24,1,35667,44
43,0,42869,29
67,0,139270,85
36,1,196138,20
41,1,140517,70
54,0,139377,53
77,1,116321,1
70,1,62410,86
73,1,71087,87
72,0,118485,63
28,0,111520,89
59,1,26537,3
83,1,57331,15
58,1,167554,7
32,1,20254,54
51,1,30908,11
89,0,164722,21
51,1,172919,32
65,1,119988,3
74,1,168815,37
22,0,199844,59
53,1,25800,91
84,0,48440,3
78,0,72640,78
78,1,105524,2
60,1,193472,77
63,1,76263,60
26,0,60083,64
66,0,91958,95
42,0,103616,43
38,0,192064,42
76,1,134588,19
27,0,62238,6
19,0,83366,84
47,0,26284,44
86,0,140935,59
23,1,36045,91
78,0,25103,61
76,1,142986,84
18,0,64650,27
49,0,58797,97
68,1,155941,25
86,1,167263,51
68,0,70664,30
21,0,69810,41
32,1,23992,68
32,0,79773,85
79,1,189170,28
45,1,198667,63
75,0,192837,18
58,1,74376,60
61,1,74052,14
70,1,95052,15
20,1,189657,58
50,0,112825,96
38,0,141650,33
33,0,91399,67
86,1,165861,64
39,0,25673,60
41,1,102346,51
86,1,175864,29
34,1,172338,32
45,0,155114,68
31,0,148434,25
70,0,167537,55
75,1,59926,67
25,0,87063,30
48,0,121304,90
56,0,199929,91
51,1,130702,71
35,0,131224,85
62,1,102780,98
63,0,146794,55
72,0,151788,25
63,1,141277,57
47,1,62244,82
21,0,150414,3
39,1,131096,26
90,1,176216,76
63,0,145975,92
77,0,74636,92
74,1,75736,4
44,1,93599,16
35,1,107838,56
50,0,74274,53
54,0,97746,63
76,1,170937,13
19,0,190828,8
38,0,64886,81
82,1,190851,76
46,0,44358,34
50,0,77240,9
75,1,193544,63
78,1,27270,79
89,1,98776,85
18,1,77950,1
74,0,33349,92
63,1,171624,82
74,1,135680,66
65,0,125759,16
22,1,80538,90
74,1,188696,78
50,1,86503,65
66,0,27965,51
69,0,182211,97
34,1,192137,1
44,1,181602,18
55,1,174671,8
84,0,100580,41
80,0,72354,57
75,1,35220,30
53,1,169594,96
62,1,41169,45
86,1,121956,74
24,0,144183,5
70,0,64108,78
70,0,125959,15
73,1,53760,85
89,1,102897,57
34,0,144092,32
86,1,110239,61
72,0,189609,49
34,1,91418,8
75,1,49367,42
27,1,186366,18
58,1,35397,12
71,1,141087,71
47,1,127726,41
24,1,184336,47
24,0,138878,7
57,1,133938,34
69,1,49332,31
85,0,36989,20
66,1,175112,51
70,1,85351,50
56,1,59125,66
81,1,65901,74
77,1,31070,98
33,1,29761,63
35,1,110275,24
33,0,157711,77
22,0,159699,56
88,0,119743,24
61,1,56613,85
78,0,54573,72
83,1,173694,45
49,1,25850,56
64,0,137746,83
26,0,36617,27
43,0,46724,64
47,1,29524,73
34,0,181487,12
62,1,149996,76
83,0,141849,55
23,0,145036,18
26,1,70328,30
22,0,158702,93
86,0,161795,16
75,0,92610,66
77,1,110646,43
41,1,180634,45
90,0,89325,65
54,1,181298,35
56,0,158331,43
73,1,39626,39
26,0,139542,1
58,0,114392,90
74,0,121217,84
30,1,163177,55
33,0,156307,66
81,1,106952,54
37,0,135736,42
60,1,47636,24
31,1,132124,26
58,1,58085,38
35,0,34055,43
25,1,94854,19
21,1,23783,43
76,0,46497,22
53,1,160262,52
31,0,64246,63
56,1,110555,11
52,0,85535,99
32,0,107445,36
46,0,74801,17
37,1,59338,61
78,0,102653,49
34,1,199104,91
42,0,32595,91
25,0,160939,100
21,1,119951,78
71,0,81565,78
53,0,69089,22
68,0,117794,7
35,0,169897,9
18,0,142765,2
31,0,113776,6
68,1,122630,12
69,0,149905,43
58,0,188905,33
72,0,162029,85
51,0,194002,59
20,0,130428,87
83,0,134078,78
47,1,122945,99
60,0,90526,26
31,0,196047,77
40,1,47634,12
21,1,92523,41
86,0,76216,97
43,0,80044,71
25,0,184370,60
30,1,135739,79
50,1,58093,88
50,0,165504,44
45,1,97779,18
77,0,43020,100
61,1,83995,19
80,1,143615,14
78,0,54295,14
26,1,59024,72
72,1,161619,97
21,0,128580,61
49,1,165478,74
29,1,163339,22
83,0,138454,19
76,1,60232,84
51,1,141914,27
46,0,119368,28
34,1,79037,13
32,0,117748,9
62,1,51146,5
50,1,179691,50
68,1,53095,100
84,1,186731,57
20,0,191467,10
86,0,73202,70
29,1,121587,65
29,0,167546,50
40,1,174623,69
89,1,154321,78
77,0,150741,73
83,0,196056,74
86,1,49136,17
35,1,50086,23
27,1,49330,18
71,1,59179,40
50,1,85933,35
71,1,189806,51
87,0,124501,75
89,1,164485,83
75,1,79830,6
56,0,49328,44
39,1,21407,81
78,0,94998,19
72,0,43793,25
86,1,134904,14
87,0,33592,48
57,0,92082,39
31,0,68879,14
85,0,51059,67
18,1,98373,60
77,1,138717,36
21,0,141726,38
80,0,23897,96
53,1,122639,19
79,0,65904,21
58,0,79966,44
63,0,67595,52
90,0,38788,6
76,0,57541,9
27,0,63285,45
45,1,120290,7
48,0,176570,24
33,1,157631,22
47,1,121010,52
74,0,182315,42
81,0,73818,28
55,1,97390,92
71,1,189470,83
67,1,198187,65
24,0,84614,8
54,0,34297,71
21,0,41802,52
38,1,89221,77
42,0,140543,8
46,1,150955,72
83,0,153152,48
86,1,134432,30
79,1,165252,38
27,1,170276,42
57,0,71548,83
51,0,195477,38
19,0,179839,71
42,1,24861,17
20,1,132064,69
38,1,126345,95
83,0,171625,10
39,1,190939,7
23,0,103527,60
59,0,181811,33
72,0,127005,89
36,1,147736,46
35,1,116927,80
36,1,156946,72
55,1,92391,7
86,0,156836,42
75,1,190088,8
21,1,183620,80
73,1,20584,82
69,1,102857,9
56,1,127361,56
49,1,118586,1
39,1,164040,31
42,1,179744,39
21,1,171186,28
28,1,189125,24
84,0,86886,21
33,1,122082,14
36,0,25346,1
85,1,104180,45
31,0,52532,14
78,0,124908,34
87,1,30679,19
32,0,116094,63
40,1,181508,73
33,0,182479,46
65,0,135105,24
50,1,106245,29
23,0,151865,29
22,0,60483,65
30,0,31205,57
46,0,153569,43
51,1,21903,33
26,1,147065,52
33,1,195964,65
56,0,134320,30
31,0,96291,89
20,1,63447,56
57,1,94321,39
60,0,127990,33
18,1,125705,36
39,1,116003,23
54,1,104176,12
86,1,31231,49
42,0,25836,43
87,1,108721,31
53,0,119358,64
31,0,194205,27
86,0,162754,74
59,1,55851,99
62,0,53573,35
44,1,198292,50
41,0,65824,66
80,1,124874,16
77,1,130890,46
40,0,65323,39
48,0,73190,96
63,0,36426,95
45,1,60403,38
46,0,163084,75
78,1,174674,59
85,0,85905,67
89,1,113407,65
36,1,20200,32
51,0,157796,72
22,0,118941,22
19,1,67752,47
22,0,194231,24
51,1,64703,56
33,1,59271,42
29,1,69693,95
63,0,157509,99
60,1,93999,87
44,1,103649,66
67,0,152561,4
65,0,122892,48
32,0,157585,81
79,0,165909,67
53,0,75713,65
89,1,80758,12
72,1,134071,82
49,0,95736,74
55,1,71500,71
50,0,153446,64
45,1,110773,7
89,0,169051,17
26,0,129536,26
67,1,66690,22
41,1,117147,3
40,1,83742,35
61,1,185151,15
84,1,119461,69
59,0,67143,45
81,1,192614,59
80,1,147822,4
36,1,166832,77
78,0,139751,14
75,0,163724,66
80,0,173946,55
88,1,34491,22
86,1,174907,34
67,1,143862,96
59,1,96747,54
89,0,149787,84
75,1,80189,5
77,0,126242,7
26,0,20375,38
52,0,94822,29
64,1,156776,36
47,0,192594,63
85,0,92315,26
67,1,50014,92
25,1,28858,97
49,0,21186,65
88,0,141544,94
43,1,74693,38
19,0,158701,98
49,0,95948,85
32,1,37342,53
33,1,63846,26
26,1,32132,75
76,1,104955,53
47,0,191564,17
72,0,94387,42
53,1,164601,84
21,0,76909,45
89,1,188429,21
36,1,150448,69
64,0,140031,27
65,0,52366,67
50,1,181111,59
70,1,110110,22
54,1,74109,49
62,1,185374,65
75,0,159735,67
40,1,199559,45
52,0,71025,11
28,0,66067,32
22,1,100939,66
35,1,137136,68
25,0,40422,38
87,1,79762,32
29,0,58375,47
55,1,112801,59
54,1,133707,21
37,0,100222,5
43,0,123836,74
38,1,59349,42
25,1,97507,9
19,0,176022,6
86,0,41990,96
34,1,41824,50
70,0,83328,96
45,1,67072,18
30,1,74822,91
70,1,155001,88
37,1,168979,27
61,1,36897,72
41,0,39199,18
53,1,111839,2
84,1,85271,83
35,0,47274,34
49,1,20184,61
30,0,73663,74
49,1,140505,15
87,1,86632,32
73,0,100868,96
62,1,145143,15
67,1,165729,19
49,1,61459,26
68,0,116811,37
45,1,36255,92
57,0,48228,34
57,0,171804,70
45,0,78355,77
26,0,135620,91
47,1,182361,5
26,1,176887,1
80,1,186578,74
88,0,70573,69
74,1,175675,77
81,1,170998,71
88,1,138602,58
31,1,193109,41
42,0,43227,92
72,1,96795,9
35,0,132749,15
18,1,159461,12
75,0,51141,32
80,1,154378,95
56,0,182180,99
57,0,93714,59
35,1,105487,96
43,1,63393,84
76,1,39456,35
65,0,161702,13
52,1,94952,84
69,0,78444,37
85,1,88057,88
70,1,131238,92
59,0,95755,8
24,1,176337,85
50,0,107393,10
38,1,24558,68
26,0,166657,43
38,0,30017,71
69,1,177719,58
23,1,190171,99
34,0,198461,96
57,0,45627,77
79,1,123737,97
88,1,104796,22
54,1,34322,32
42,1,20573,39
89,1,33241,62
32,0,88184,44
68,1,128151,36
47,0,39897,40
42,0,180533,90
23,0,94356,71
85,1,144166,61
40,0,109242,42
66,1,100441,39
82,1,149707,82
57,1,126129,40
55,0,180178,23
46,0,32540,84
31,0,51663,23
33,1,103943,77
48,0,170601,88
70,1,172772,3
59,1,126220,13
88,0,168673,23
24,0,46059,76
49,1,95089,5
54,0,126248,67
90,0,30160,100
34,1,99627,62
45,1,155437,61
85,1,114615,18
26,1,110519,57
73,1,22723,57
65,0,93194,69
54,1,66184,92
57,1,58599,76
52,1,159633,58
90,0,59055,14
85,0,193187,24
40,1,35302,11
23,0,151776,47
46,0,67249,43
67,0,84892,20
61,0,58141,74
41,0,94375,6
22,1,136361,91
51,1,167632,72
64,1,77692,71
41,1,157947,21
76,0,142742,71
72,0,65312,39
82,0,151755,7
30,1,77679,33
74,0,132028,53
72,1,151873,75
32,1,79651,81
69,0,159431,33
51,1,172965,13
23,1,177955,47
45,1,155176,76
28,1,154078,87
64,0,153893,30
73,0,84848,5
37,0,95614,25
73,1,186064,21
60,1,121594,55
30,1,173492,56
42,1,175395,86
31,0,91128,49
21,1,26533,89
66,0,180034,93
89,1,77030,68
22,0,29748,78
78,0,187325,8
31,1,176929,24
60,0,48128,22
47,1,25179,17
43,1,155992,79
25,1,102626,20
26,1,148595,85
59,0,117788,11
33,0,101277,31
25,1,92652,78
75,1,160740,72
62,1,51530,59
51,0,54168,78
38,1,165420,32
57,1,198713,66
21,1,43764,11
58,1,81115,40
64,0,67203,91
86,0,88322,64
24,0,37671,4
61,0,106746,17
80,0,78304,23
22,0,150201,86
35,1,106478,57
38,0,28378,90
58,1,90778,96
20,0,119175,16
74,0,199904,25
85,1,21751,78
25,0,99825,14
22,0,75650,87
56,0,121032,80
60,1,54041,26
71,0,43250,46
56,1,55279,31
30,0,30192,87
42,1,127647,72
27,0,67832,50
64,0,136898,72
61,0,46349,67
39,0,177971,85
58,1,128774,71
29,0,115847,98
26,0,75325,98
34,0,183733,29
36,0,57765,94
90,0,185231,10
38,0,75760,42
59,1,79056,81
79,0,78942,86
63,1,128368,90
18,1,136671,25
21,0,128040,6
70,1,111303,64
44,1,198632,50
62,1,82241,39
58,0,102055,24
21,1,191584,29
69,1,20089,15
77,1,21428,13
58,1,21390,21
28,0,160208,41
69,1,167246,98
88,0,136767,39
75,0,195114,81
37,1,81134,59
19,1,95919,66
60,0,184577,35
39,1,121555,92
56,1,67269,50
77,1,78047,74
88,1,173538,71
43,0,117409,84
50,1,83489,28
23,0,186959,67
46,1,90304,88
66,0,92434,95
55,0,56735,79
50,0,167115,19
82,0,198038,80
56,0,175692,53
56,1,22437,71
46,0,58559,70
44,0,143346,75
58,0,124143,84
73,1,25044,78
51,0,194947,94
25,1,110883,30
51,0,110730,95
37,0,117091,33
60,0,80113,92
41,0,69338,49
60,0,106506,15
64,0,105494,44
60,1,148311,99
85,1,160457,17
62,1,181297,67
43,1,155566,23
57,0,157043,17
90,0,47873,54
47,0,33486,80
77,0,172617,75
64,0,40200,11
34,1,71357,62
85,0,104903,62
66,1,85785,20
30,1,185655,61
29,1,43314,22
75,0,39903,91
85,1,182437,1
55,0,70873,43
55,1,130457,67
28,1,46665,18
23,0,61812,66
41,0,196615,17
76,0,153845,10
89,0,134922,24
44,0,41636,87
75,1,191059,97
82,1,160341,44
89,1,95490,58
52,0,50965,5
38,0,29963,8
60,1,23695,70
36,0,24782,32
42,1,36649,98
46,1,135858,2
66,0,28466,68
39,1,163642,83
52,0,137804,64
55,0,161020,10
70,0,163807,36
33,1,73929,71
53,1,163989,8
22,1,75179,95
69,1,125416,54
57,1,117811,34
56,1,91362,93
77,1,135888,47
29,1,172085,5
88,1,66408,2
56,1,115749,14
51,1,104579,57
18,0,148747,89
30,0,164769,3
33,0,132489,51
71,0,34307,36
31,0,153272,9
37,1,46107,63
69,0,184609,1
29,0,129464,12
55,0,134494,63
90,1,63430,35
33,0,128286,36
49,0,59612,78
42,0,44088,12
23,0,79923,19
59,0,133097,56
78,0,140622,36
29,0,45640,16
30,0,82107,71
32,0,137902,96
74,0,195052,92
35,1,167849,42
78,0,47534,28
76,1,188252,92
56,0,40829,40
72,1,72448,88
88,0,99849,40
61,0,46985,62
86,0,177592,28
85,1,90620,33
49,0,34403,12
42,1,141065,72
59,1,176222,95
63,0,176015,71
60,0,50956,81
25,0,103374,90
35,0,48223,15
49,1,101153,39
73,1,86181,57
19,1,83819,87
86,0,31651,9
27,0,174025,66
53,0,145994,100
22,0,98757,99
28,1,83001,19
58,1,34142,78
56,1,134123,53
68,0,28690,64
82,0,101431,61
61,1,54457,99
70,0,138993,45
32,0,38284,100
30,0,159664,100
72,1,186601,84
31,0,31703,28
71,0,122454,81
32,0,163735,26
47,0,189995,33
79,0,126912,38
86,0,168096,3
88,1,89322,41
51,1,45967,89
74,0,112312,9
26,0,96389,79
42,1,137592,59
56,0,79190,26
21,1,125204,62
19,0,119233,59
89,0,41305,94
45,0,51139,100
36,0,98116,17
51,0,184081,43
52,1,69376,58
27,1,169202,71
20,1,36508,96
34,0,100619,72
25,1,87495,97
54,1,148763,24
69,0,128572,50
24,1,145311,8
27,1,176041,2
35,0,93281,25
69,1,105635,91
47,1,96373,94
34,1,95077,93
54,1,179570,34
76,0,107992,64
44,1,132573,73
20,0,199493,81
76,1,170225,75
42,1,40555,29
81,1,96520,91
53,0,50750,1
44,0,140502,46
85,1,84321,84
18,1,183255,84
72,0,199890,33
63,0,66104,100
49,0,117891,6
56,1,189223,25
48,0,196392,69
78,0,104133,40
27,0,38446,10
30,1,122627,24
67,0,191800,95
74,0,181333,58
32,1,66481,45
34,1,134851,21
38,0,23266,36
58,0,117250,40
67,0,31520,39
18,1,56951,30
29,1,39260,34
48,0,95805,61
80,0,104237,86
37,1,45299,15
49,1,33186,61
75,1,44854,47
28,0,35151,62
48,0,94061,8
77,1,198877,12
48,1,52682,65
40,0,103899,18
51,1,131602,92
33,1,121449,34
47,1,183100,67
83,0,193441,19
32,0,170629,24
66,0,90147,68
87,1,56361,52
67,1,142134,63
47,1,53533,33
36,1,137813,13
83,0,147773,84
76,0,195401,81
85,1,98531,63
59,0,73995,28
78,1,53593,99
73,0,158862,76
67,0,106001,76
50,1,32089,79
78,1,22357,84
27,0,189193,27
19,1,87054,82
58,0,91894,44
30,1,69163,69
18,0,145042,98
72,0,119322,40
87,0,145549,74
51,1,145794,56
23,0,130727,92
65,1,50599,7
51,0,67410,37
65,1,149442,43
32,0,87455,78
36,1,89943,20
32,1,60873,30
79,1,97564,6
34,0,104821,64
45,1,65120,49
69,0,63517,37
28,0,21275,70
54,1,34550,65
56,0,109347,28
51,0,20317,57
37,1,38115,43
58,1,158883,59
38,1,57409,62
58,0,35775,33
84,0,180069,87
21,0,185670,12
52,0,22847,93
72,1,146391,81
82,1,164821,56
63,1,39260,14
42,1,22098,98
78,1,144363,69
82,0,50888,22
37,0,173170,60
89,0,32602,95
56,0,35992,3
24,0,98423,17
85,1,175132,30
79,0,89767,76
58,0,62710,99
21,1,134082,21
28,0,94246,42
55,1,70878,32
83,1,185551,89
62,0,143546,17
18,1,84470,39
57,1,39376,92
19,0,117315,13
87,1,158903,82
56,1,143796,80
90,1,150073,28
28,1,179800,49
75,0,26405,40
27,0,61369,36
58,0,158264,56
60,0,155391,77
40,0,45477,100
54,0,196335,30
69,1,108032,31
48,1,40070,10
71,0,179021,45
52,1,138383,38
32,1,50325,36
65,0,91499,36
23,0,73217,44
88,0,160729,20
66,1,128990,45
46,0,171423,47
22,0,62702,61
86,0,199852,73
48,1,24252,52
63,0,75266,74
48,0,52659,75
18,0,134677,87
85,1,30738,27
85,0,73406,29
22,1,99698,50
23,1,57250,78
69,1,21176,33
79,1,121747,53
58,0,66856,75
62,0,168957,5
82,1,101765,84
42,0,52034,36
18,0,104410,65
19,1,31929,8
44,0,82006,64
22,1,57765,36
68,1,90950,14
21,0,182886,62
61,0,65003,60
21,1,128818,68
57,1,105826,62
20,0,76751,6
65,1,146599,93
66,1,118442,61
25,1,168328,20
60,0,128484,66
41,1,130650,25
32,0,124729,38
31,0,54681,14
75,0,21729,89
41,0,160708,19
69,1,34791,54
22,0,111388,15
39,1,131377,87
67,1,40763,73
19,1,41136,7
53,1,49427,63
36,1,151554,24
52,1,84358,66
72,0,162086,30
40,1,64674,19
41,1,196125,81
47,1,175683,57
50,1,142981,32
41,1,140104,60
70,1,174219,58
87,0,168171,32
28,0,29610,16
18,0,197840,24
32,1,40661,21
29,1,153986,93
32,1,121334,3
26,0,41406,20
75,1,77846,47
62,1,28875,16
58,1,74472,97
89,1,192938,77
38,0,58332,37
29,0,162462,49
89,0,177771,68
46,0,187128,89
73,1,75923,36
33,1,96489,79
69,1,184664,13
45,1,91512,42
73,0,175061,98
73,0,100389,59
61,0,84674,57
80,1,59668,50
53,1,42670,92
51,0,68306,42
69,0,41980,31
52,0,143270,71
24,0,187721,90
58,0,134970,31
20,0,82303,7
36,1,51897,78
22,1,104951,76
19,0,69803,76
34,1,198525,50
41,1,179070,89
64,0,138007,41
55,0,133091,79
31,0,86030,80
58,0,108673,75
64,0,142009,90
57,1,179645,78
73,0,187448,15
37,0,31029,36
40,0,195393,10
80,0,193324,95
51,1,191263,28
22,0,92838,85
63,1,180900,76
53,1,150557,55
27,0,177897,39
22,1,151431,92
75,1,194593,27
51,0,189743,48
43,1,151256,7
74,1,39459,7
25,0,143137,44
40,1,142367,30
25,1,112584,58
24,1,177246,38
53,1,173244,21
63,0,43037,65
80,1,131504,62
89,1,51936,97
84,0,63855,51
28,0,100392,21
24,0,55846,54
62,1,40125,7
69,1,138211,71
41,1,148235,96
51,1,46389,91
50,1,107491,71
30,1,29750,62
33,0,138090,78
18,1,165348,73
84,1,151158,7
20,1,39133,44
83,1,181635,21
46,0,144521,68
20,0,77741,33
77,1,122587,4
63,0,190919,65
75,1,54413,20
29,0,102174,51
18,0,133865,73
33,0,24069,14
55,1,153877,30
42,1,64118,65
27,1,33419,44
63,0,30125,81
67,0,142612,38
73,0,171219,68
71,0,98963,35
41,0,23563,3
67,0,192757,98
71,0,124078,17
72,0,21542,61
78,1,142334,20
72,0,166225,10
82,0,144106,27
18,0,190347,96
60,1,53136,70
46,1,147084,36
68,1,173025,46
48,0,36389,77
88,0,188189,60
56,1,62564,48
25,1,164167,14
28,0,175202,14
28,0,192538,70
76,1,94624,1
82,1,158904,65
34,1,63835,36
47,0,174933,99
36,0,156567,63
57,0,114715,45
45,0,66961,8
53,1,173817,21
64,0,160201,11
32,0,187512,78
46,0,105299,86
38,0,81568,25
38,1,98995,87
56,0,172607,93
76,1,165228,23
39,0,42009,4
71,0,30186,33
26,1,133162,58
22,1,49634,76
72,1,126729,20
64,1,191347,56
46,0,43245,95
51,0,184981,80
64,1,121831,49
72,0,130859,36
28,0,198353,23
80,0,141526,56
51,1,124167,58
71,1,44569,51
74,0,50234,69
69,0,146040,1
64,1,98568,28
32,1,115928,84
53,1,163823,91
38,1,162986,2
67,0,63804,17
19,0,128210,83
19,0,169831,88
47,0,149570,9
38,1,64984,24
90,1,59247,73
28,1,134401,73
85,1,108707,76
33,0,159207,76
68,1,102064,90
79,1,42240,20
55,1,140057,98
30,0,150059,5
78,0,138708,61
85,0,68162,23
