Age,Annual Income,Spending Score
78,184801,12
74,71700,35
82,115466,7
63,135684,82
20,60198,2
62,150802,27
19,184602,3
32,59840,26
69,82941,86
78,46567,31
65,168585,38
66,106578,40
21,47596,99
90,179771,76
19,187817,33
21,86714,88
75,141896,58
74,131560,10
25,34683,45
63,164510,92
25,198973,12
46,173632,78
53,176748,64
87,67420,38
66,130613,38
35,31722,8
80,71752,3
50,59735,1
55,184639,50
51,74226,21
35,178489,41
44,27291,46
67,170788,55
84,41664,58
35,118616,40
74,102884,85
75,151709,18
31,193415,27
85,69662,83
84,61377,70
82,158238,23
62,36927,67
83,91132,57
49,120442,64
24,79963,8
76,161005,38
35,147536,76
39,194586,50
50,72823,23
33,187427,83
37,86544,50
52,187010,95
78,91514,73
49,169529,79
31,192704,71
22,143564,19
82,81799,77
82,127846,28
44,180998,57
54,161673,44
64,126216,91
33,149389,76
87,127569,25
48,102154,46
31,74330,78
18,136812,43
73,60491,99
19,151267,44
67,34006,42
33,167094,59
79,29862,92
32,138114,38
90,59942,3
49,121484,75
34,70128,20
27,131480,3
89,165180,57
72,57032,77
89,112898,18
55,95754,85
23,65730,15
77,177364,31
57,65758,54
53,38434,4
84,195236,95
71,168018,78
65,191419,43
43,90764,28
51,165010,14
30,70070,91
39,24489,24
31,93186,100
45,140207,40
60,159556,30
39,53511,91
76,25970,12
19,189450,48
76,159563,69
62,58542,32
29,167778,8
89,154733,19
32,92927,89
90,42784,78
87,197965,99
84,84573,28
84,80367,92
40,159478,70
19,187598,65
80,77432,70
72,150406,12
59,135279,8
67,148470,67
18,52316,70
69,172882,77
26,37110,92
64,69601,60
22,40750,67
82,58771,96
32,99768,73
25,165471,14
36,66093,49
18,185930,81
88,150127,11
70,42008,53
64,120398,38
58,124852,69
30,38160,14
29,183423,93
49,182973,7
21,72101,84
66,32205,2
75,50172,35
86,160365,49
73,35219,42
50,106503,25
63,99277,51
41,113228,55
63,167831,77
46,20805,11
51,92350,60
23,173806,76
89,176239,79
76,55527,85
59,161482,53
41,74770,90
62,144721,55
85,41079,5
35,35413,94
38,22820,85
49,27352,43
64,49625,69
42,49967,39
65,60507,59
81,182261,9
77,76187,21
27,31464,52
48,81011,98
40,114260,13
90,149798,37
63,73406,7
49,94595,16
53,112142,66
45,59331,73
44,61049,5
52,143726,87
40,111650,15
41,123433,87
84,115240,4
33,176295,21
82,164264,92
90,81917,5
46,160125,4
43,115891,2
81,38550,62
29,139987,69
40,109334,93
37,151080,37
75,189233,57
34,145685,95
55,153863,26
78,95379,6
86,110672,80
74,54931,7
46,30666,13
83,31400,10
38,55579,52
68,165854,94
79,101285,31
48,112481,13
34,113910,15
63,148155,1
46,134682,61
50,168003,66
71,57016,17
85,89644,98
75,65060,13
30,27341,44
75,33113,96
65,47669,72
18,155478,97
49,77732,95
78,102785,29
25,69128,18
43,162351,85
74,87306,22
43,29109,16
76,127749,38
44,53425,60
25,123290,51
36,143345,61
66,32120,57
59,126119,54
88,183223,88
60,69588,51
30,188396,2
61,94917,73
45,40547,40
41,179983,11
20,189858,96
52,28486,12
86,68918,51
21,65904,36
81,173605,92
31,191313,14
81,47985,66
56,144568,17
23,195994,80
64,108519,29
90,146966,78
44,37623,38
18,151485,62
77,70558,14
29,62771,93
59,157713,41
60,168246,17
46,179885,49
34,194596,23
76,53986,52
28,115664,22
71,176045,11
53,195010,8
85,109674,4
34,57524,91
29,51953,37
21,88923,6
42,141941,56
67,43843,18
66,99424,81
89,126557,63
35,20594,39
50,61258,68
36,169152,72
53,53397,47
30,172046,5
52,89469,77
19,129406,5
59,87812,14
84,25404,70
77,185285,10
75,197593,1
37,169376,67
30,113931,60
79,189531,80
79,139893,49
30,102177,50
41,140817,100
52,37708,78
72,42096,96
31,146446,12
52,43098,89
57,88037,6
28,93851,74
57,136826,3
71,122918,57
26,109450,88
27,110046,91
30,83713,30
47,132027,63
89,37541,3
51,153503,67
24,35667,44
43,42869,29
67,139270,85
36,196138,20
41,140517,70
54,139377,53
77,116321,1
70,62410,86
73,71087,87
72,118485,63
28,111520,89
59,26537,3
83,57331,15
58,167554,7
32,20254,54
51,30908,11
89,164722,21
51,172919,32
65,119988,3
74,168815,37
22,199844,59
53,25800,91
84,48440,3
78,72640,78
78,105524,2
60,193472,77
63,76263,60
26,60083,64
66,91958,95
42,103616,43
38,192064,42
76,134588,19
27,62238,6
19,83366,84
47,26284,44
86,140935,59
23,36045,91
78,25103,61
76,142986,84
18,64650,27
49,58797,97
68,155941,25
86,167263,51
68,70664,30
21,69810,41
32,23992,68
32,79773,85
79,189170,28
45,198667,63
75,192837,18
58,74376,60
61,74052,14
70,95052,15
20,189657,58
50,112825,96
38,141650,33
33,91399,67
86,165861,64
39,25673,60
41,102346,51
86,175864,29
34,172338,32
45,155114,68
31,148434,25
70,167537,55
75,59926,67
25,87063,30
48,121304,90
56,199929,91
51,130702,71
35,131224,85
62,102780,98
63,146794,55
72,151788,25
63,141277,57
47,62244,82
21,150414,3
39,131096,26
90,176216,76
63,145975,92
77,74636,92
74,75736,4
44,93599,16
35,107838,56
50,74274,53
54,97746,63
76,170937,13
19,190828,8
38,64886,81
82,190851,76
46,44358,34
50,77240,9
75,193544,63
78,27270,79
89,98776,85
18,77950,1
74,33349,92
63,171624,82
74,135680,66
65,125759,16
22,80538,90
74,188696,78
50,86503,65
66,27965,51
69,182211,97
34,192137,1
44,181602,18
55,174671,8
84,100580,41
80,72354,57
75,35220,30
53,169594,96
62,41169,45
86,121956,74
24,144183,5
70,64108,78
70,125959,15
73,53760,85
89,102897,57
34,144092,32
86,110239,61
72,189609,49
34,91418,8
75,49367,42
27,186366,18
58,35397,12
71,141087,71
47,127726,41
24,184336,47
24,138878,7
57,133938,34
69,49332,31
85,36989,20
66,175112,51
70,85351,50
56,59125,66
81,65901,74
77,31070,98
33,29761,63
35,110275,24
33,157711,77
22,159699,56
88,119743,24
61,56613,85
78,54573,72
83,173694,45
49,25850,56
64,137746,83
26,36617,27
43,46724,64
47,29524,73
34,181487,12
62,149996,76
83,141849,55
23,145036,18
26,70328,30
22,158702,93
86,161795,16
75,92610,66
77,110646,43
41,180634,45
90,89325,65
54,181298,35
56,158331,43
73,39626,39
26,139542,1
58,114392,90
74,121217,84
30,163177,55
33,156307,66
81,106952,54
37,135736,42
60,47636,24
31,132124,26
58,58085,38
35,34055,43
25,94854,19
21,23783,43
76,46497,22
53,160262,52
31,64246,63
56,110555,11
52,85535,99
32,107445,36
46,74801,17
37,59338,61
78,102653,49
34,199104,91
42,32595,91
25,160939,100
21,119951,78
71,81565,78
53,69089,22
68,117794,7
35,169897,9
18,142765,2
31,113776,6
68,122630,12
69,149905,43
58,188905,33
72,162029,85
51,194002,59
20,130428,87
83,134078,78
47,122945,99
60,90526,26
31,196047,77
40,47634,12
21,92523,41
86,76216,97
43,80044,71
25,184370,60
30,135739,79
50,58093,88
50,165504,44
45,97779,18
77,43020,100
61,83995,19
80,143615,14
78,54295,14
26,59024,72
72,161619,97
21,128580,61
49,165478,74
29,163339,22
83,138454,19
76,60232,84
51,141914,27
46,119368,28
34,79037,13
32,117748,9
62,51146,5
50,179691,50
68,53095,100
84,186731,57
20,191467,10
86,73202,70
29,121587,65
29,167546,50
40,174623,69
89,154321,78
77,150741,73
83,196056,74
86,49136,17
35,50086,23
27,49330,18
71,59179,40
50,85933,35
71,189806,51
87,124501,75
89,164485,83
75,79830,6
56,49328,44
39,21407,81
78,94998,19
72,43793,25
86,134904,14
87,33592,48
57,92082,39
31,68879,14
85,51059,67
18,98373,60
77,138717,36
21,141726,38
80,23897,96
53,122639,19
79,65904,21
58,79966,44
63,67595,52
90,38788,6
76,57541,9
27,63285,45
45,120290,7
48,176570,24
33,157631,22
47,121010,52
74,182315,42
81,73818,28
55,97390,92
71,189470,83
67,198187,65
24,84614,8
54,34297,71
21,41802,52
38,89221,77
42,140543,8
46,150955,72
83,153152,48
86,134432,30
79,165252,38
27,170276,42
57,71548,83
51,195477,38
19,179839,71
42,24861,17
20,132064,69
38,126345,95
83,171625,10
39,190939,7
23,103527,60
59,181811,33
72,127005,89
36,147736,46
35,116927,80
36,156946,72
55,92391,7
86,156836,42
75,190088,8
21,183620,80
73,20584,82
69,102857,9
56,127361,56
49,118586,1
39,164040,31
42,179744,39
21,171186,28
28,189125,24
84,86886,21
33,122082,14
36,25346,1
85,104180,45
31,52532,14
78,124908,34
87,30679,19
32,116094,63
40,181508,73
33,182479,46
65,135105,24
50,106245,29
23,151865,29
22,60483,65
30,31205,57
46,153569,43
51,21903,33
26,147065,52
33,195964,65
56,134320,30
31,96291,89
20,63447,56
57,94321,39
60,127990,33
18,125705,36
39,116003,23
54,104176,12
86,31231,49
42,25836,43
87,108721,31
53,119358,64
31,194205,27
86,162754,74
59,55851,99
62,53573,35
44,198292,50
41,65824,66
80,124874,16
77,130890,46
40,65323,39
48,73190,96
63,36426,95
45,60403,38
46,163084,75
78,174674,59
85,85905,67
89,113407,65
36,20200,32
51,157796,72
22,118941,22
19,67752,47
22,194231,24
51,64703,56
33,59271,42
29,69693,95
63,157509,99
60,93999,87
44,103649,66
67,152561,4
65,122892,48
32,157585,81
79,165909,67
53,75713,65
89,80758,12
72,134071,82
49,95736,74
55,71500,71
50,153446,64
45,110773,7
89,169051,17
26,129536,26
67,66690,22
41,117147,3
40,83742,35
61,185151,15
84,119461,69
59,67143,45
81,192614,59
80,147822,4
36,166832,77
78,139751,14
75,163724,66
80,173946,55
88,34491,22
86,174907,34
67,143862,96
59,96747,54
89,149787,84
75,80189,5
77,126242,7
26,20375,38
52,94822,29
64,156776,36
47,192594,63
85,92315,26
67,50014,92
25,28858,97
49,21186,65
88,141544,94
43,74693,38
19,158701,98
49,95948,85
32,37342,53
33,63846,26
26,32132,75
76,104955,53
47,191564,17
72,94387,42
53,164601,84
21,76909,45
89,188429,21
36,150448,69
64,140031,27
65,52366,67
50,181111,59
70,110110,22
54,74109,49
62,185374,65
75,159735,67
40,199559,45
52,71025,11
28,66067,32
22,100939,66
35,137136,68
25,40422,38
87,79762,32
29,58375,47
55,112801,59
54,133707,21
37,100222,5
43,123836,74
38,59349,42
25,97507,9
19,176022,6
86,41990,96
34,41824,50
70,83328,96
45,67072,18
30,74822,91
70,155001,88
37,168979,27
61,36897,72
41,39199,18
53,111839,2
84,85271,83
35,47274,34
49,20184,61
30,73663,74
49,140505,15
87,86632,32
73,100868,96
62,145143,15
67,165729,19
49,61459,26
68,116811,37
45,36255,92
57,48228,34
57,171804,70
45,78355,77
26,135620,91
47,182361,5
26,176887,1
80,186578,74
88,70573,69
74,175675,77
81,170998,71
88,138602,58
31,193109,41
42,43227,92
72,96795,9
35,132749,15
18,159461,12
75,51141,32
80,154378,95
56,182180,99
57,93714,59
35,105487,96
43,63393,84
76,39456,35
65,161702,13
52,94952,84
69,78444,37
85,88057,88
70,131238,92
59,95755,8
24,176337,85
50,107393,10
38,24558,68
26,166657,43
38,30017,71
69,177719,58
23,190171,99
34,198461,96
57,45627,77
79,123737,97
88,104796,22
54,34322,32
42,20573,39
89,33241,62
32,88184,44
68,128151,36
47,39897,40
42,180533,90
23,94356,71
85,144166,61
40,109242,42
66,100441,39
82,149707,82
57,126129,40
55,180178,23
46,32540,84
31,51663,23
33,103943,77
48,170601,88
70,172772,3
59,126220,13
88,168673,23
24,46059,76
49,95089,5
54,126248,67
90,30160,100
34,99627,62
45,155437,61
85,114615,18
26,110519,57
73,22723,57
65,93194,69
54,66184,92
57,58599,76
52,159633,58
90,59055,14
85,193187,24
40,35302,11
23,151776,47
46,67249,43
67,84892,20
61,58141,74
41,94375,6
22,136361,91
51,167632,72
64,77692,71
41,157947,21
76,142742,71
72,65312,39
82,151755,7
30,77679,33
74,132028,53
72,151873,75
32,79651,81
69,159431,33
51,172965,13
23,177955,47
45,155176,76
28,154078,87
64,153893,30
73,84848,5
37,95614,25
73,186064,21
60,121594,55
30,173492,56
42,175395,86
31,91128,49
21,26533,89
66,180034,93
89,77030,68
22,29748,78
78,187325,8
31,176929,24
60,48128,22
47,25179,17
43,155992,79
25,102626,20
26,148595,85
59,117788,11
33,101277,31
25,92652,78
75,160740,72
62,51530,59
51,54168,78
38,165420,32
57,198713,66
21,43764,11
58,81115,40
64,67203,91
86,88322,64
24,37671,4
61,106746,17
80,78304,23
22,150201,86
35,106478,57
38,28378,90
58,90778,96
20,119175,16
74,199904,25
85,21751,78
25,99825,14
22,75650,87
56,121032,80
60,54041,26
71,43250,46
56,55279,31
30,30192,87
42,127647,72
27,67832,50
64,136898,72
61,46349,67
39,177971,85
58,128774,71
29,115847,98
26,75325,98
34,183733,29
36,57765,94
90,185231,10
38,75760,42
59,79056,81
79,78942,86
63,128368,90
18,136671,25
21,128040,6
70,111303,64
44,198632,50
62,82241,39
58,102055,24
21,191584,29
69,20089,15
77,21428,13
58,21390,21
28,160208,41
69,167246,98
88,136767,39
75,195114,81
37,81134,59
19,95919,66
60,184577,35
39,121555,92
56,67269,50
77,78047,74
88,173538,71
43,117409,84
50,83489,28
23,186959,67
46,90304,88
66,92434,95
55,56735,79
50,167115,19
82,198038,80
56,175692,53
56,22437,71
46,58559,70
44,143346,75
58,124143,84
73,25044,78
51,194947,94
25,110883,30
51,110730,95
37,117091,33
60,80113,92
41,69338,49
60,106506,15
64,105494,44
60,148311,99
85,160457,17
62,181297,67
43,155566,23
57,157043,17
90,47873,54
47,33486,80
77,172617,75
64,40200,11
34,71357,62
85,104903,62
66,85785,20
30,185655,61
29,43314,22
75,39903,91
85,182437,1
55,70873,43
55,130457,67
28,46665,18
23,61812,66
41,196615,17
76,153845,10
89,134922,24
44,41636,87
75,191059,97
82,160341,44
89,95490,58
52,50965,5
38,29963,8
60,23695,70
36,24782,32
42,36649,98
46,135858,2
66,28466,68
39,163642,83
52,137804,64
55,161020,10
70,163807,36
33,73929,71
53,163989,8
22,75179,95
69,125416,54
57,117811,34
56,91362,93
77,135888,47
29,172085,5
88,66408,2
56,115749,14
51,104579,57
18,148747,89
30,164769,3
33,132489,51
71,34307,36
31,153272,9
37,46107,63
69,184609,1
29,129464,12
55,134494,63
90,63430,35
33,128286,36
49,59612,78
42,44088,12
23,79923,19
59,133097,56
78,140622,36
29,45640,16
30,82107,71
32,137902,96
74,195052,92
35,167849,42
78,47534,28
76,188252,92
56,40829,40
72,72448,88
88,99849,40
61,46985,62
86,177592,28
85,90620,33
49,34403,12
42,141065,72
59,176222,95
63,176015,71
60,50956,81
25,103374,90
35,48223,15
49,101153,39
73,86181,57
19,83819,87
86,31651,9
27,174025,66
53,145994,100
22,98757,99
28,83001,19
58,34142,78
56,134123,53
68,28690,64
82,101431,61
61,54457,99
70,138993,45
32,38284,100
30,159664,100
72,186601,84
31,31703,28
71,122454,81
32,163735,26
47,189995,33
79,126912,38
86,168096,3
88,89322,41
51,45967,89
74,112312,9
26,96389,79
42,137592,59
56,79190,26
21,125204,62
19,119233,59
89,41305,94
45,51139,100
36,98116,17
51,184081,43
52,69376,58
27,169202,71
20,36508,96
34,100619,72
25,87495,97
54,148763,24
69,128572,50
24,145311,8
27,176041,2
35,93281,25
69,105635,91
47,96373,94
34,95077,93
54,179570,34
76,107992,64
44,132573,73
20,199493,81
76,170225,75
42,40555,29
81,96520,91
53,50750,1
44,140502,46
85,84321,84
18,183255,84
72,199890,33
63,66104,100
49,117891,6
56,189223,25
48,196392,69
78,104133,40
27,38446,10
30,122627,24
67,191800,95
74,181333,58
32,66481,45
34,134851,21
38,23266,36
58,117250,40
67,31520,39
18,56951,30
29,39260,34
48,95805,61
80,104237,86
37,45299,15
49,33186,61
75,44854,47
28,35151,62
48,94061,8
77,198877,12
48,52682,65
40,103899,18
51,131602,92
33,121449,34
47,183100,67
83,193441,19
32,170629,24
66,90147,68
87,56361,52
67,142134,63
47,53533,33
36,137813,13
83,147773,84
76,195401,81
85,98531,63
59,73995,28
78,53593,99
73,158862,76
67,106001,76
50,32089,79
78,22357,84
27,189193,27
19,87054,82
58,91894,44
30,69163,69
18,145042,98
72,119322,40
87,145549,74
51,145794,56
23,130727,92
65,50599,7
51,67410,37
65,149442,43
32,87455,78
36,89943,20
32,60873,30
79,97564,6
34,104821,64
45,65120,49
69,63517,37
28,21275,70
54,34550,65
56,109347,28
51,20317,57
37,38115,43
58,158883,59
38,57409,62
58,35775,33
84,180069,87
21,185670,12
52,22847,93
72,146391,81
82,164821,56
63,39260,14
42,22098,98
78,144363,69
82,50888,22
37,173170,60
89,32602,95
56,35992,3
24,98423,17
85,175132,30
79,89767,76
58,62710,99
21,134082,21
28,94246,42
55,70878,32
83,185551,89
62,143546,17
18,84470,39
57,39376,92
19,117315,13
87,158903,82
56,143796,80
90,150073,28
28,179800,49
75,26405,40
27,61369,36
58,158264,56
60,155391,77
40,45477,100
54,196335,30
69,108032,31
48,40070,10
71,179021,45
52,138383,38
32,50325,36
65,91499,36
23,73217,44
88,160729,20
66,128990,45
46,171423,47
22,62702,61
86,199852,73
48,24252,52
63,75266,74
48,52659,75
18,134677,87
85,30738,27
85,73406,29
22,99698,50
23,57250,78
69,21176,33
79,121747,53
58,66856,75
62,168957,5
82,101765,84
42,52034,36
18,104410,65
19,31929,8
44,82006,64
22,57765,36
68,90950,14
21,182886,62
61,65003,60
21,128818,68
57,105826,62
20,76751,6
65,146599,93
66,118442,61
25,168328,20
60,128484,66
41,130650,25
32,124729,38
31,54681,14
75,21729,89
41,160708,19
69,34791,54
22,111388,15
39,131377,87
67,40763,73
19,41136,7
53,49427,63
36,151554,24
52,84358,66
72,162086,30
40,64674,19
41,196125,81
47,175683,57
50,142981,32
41,140104,60
70,174219,58
87,168171,32
28,29610,16
18,197840,24
32,40661,21
29,153986,93
32,121334,3
26,41406,20
75,77846,47
62,28875,16
58,74472,97
89,192938,77
38,58332,37
29,162462,49
89,177771,68
46,187128,89
73,75923,36
33,96489,79
69,184664,13
45,91512,42
73,175061,98
73,100389,59
61,84674,57
80,59668,50
53,42670,92
51,68306,42
69,41980,31
52,143270,71
24,187721,90
58,134970,31
20,82303,7
36,51897,78
22,104951,76
19,69803,76
34,198525,50
41,179070,89
64,138007,41
55,133091,79
31,86030,80
58,108673,75
64,142009,90
57,179645,78
73,187448,15
37,31029,36
40,195393,10
80,193324,95
51,191263,28
22,92838,85
63,180900,76
53,150557,55
27,177897,39
22,151431,92
75,194593,27
51,189743,48
43,151256,7
74,39459,7
25,143137,44
40,142367,30
25,112584,58
24,177246,38
53,173244,21
63,43037,65
80,131504,62
89,51936,97
84,63855,51
28,100392,21
24,55846,54
62,40125,7
69,138211,71
41,148235,96
51,46389,91
50,107491,71
30,29750,62
33,138090,78
18,165348,73
84,151158,7
20,39133,44
83,181635,21
46,144521,68
20,77741,33
77,122587,4
63,190919,65
75,54413,20
29,102174,51
18,133865,73
33,24069,14
55,153877,30
42,64118,65
27,33419,44
63,30125,81
67,142612,38
73,171219,68
71,98963,35
41,23563,3
67,192757,98
71,124078,17
72,21542,61
78,142334,20
72,166225,10
82,144106,27
18,190347,96
60,53136,70
46,147084,36
68,173025,46
48,36389,77
88,188189,60
56,62564,48
25,164167,14
28,175202,14
28,192538,70
76,94624,1
82,158904,65
34,63835,36
47,174933,99
36,156567,63
57,114715,45
45,66961,8
53,173817,21
64,160201,11
32,187512,78
46,105299,86
38,81568,25
38,98995,87
56,172607,93
76,165228,23
39,42009,4
71,30186,33
26,133162,58
22,49634,76
72,126729,20
64,191347,56
46,43245,95
51,184981,80
64,121831,49
72,130859,36
28,198353,23
80,141526,56
51,124167,58
71,44569,51
74,50234,69
69,146040,1
64,98568,28
32,115928,84
53,163823,91
38,162986,2
67,63804,17
19,128210,83
19,169831,88
47,149570,9
38,64984,24
90,59247,73
28,134401,73
85,108707,76
33,159207,76
68,102064,90
79,42240,20
55,140057,98
30,150059,5
78,138708,61
85,68162,23
80,88886,81
79,162936,63
77,20219,62
87,178249,68
85,96795,88
45,89023,75
30,67020,73
59,157931,28
64,84889,19
22,168650,37
52,138022,66
65,199543,50
87,154350,88
52,185776,13
18,186738,61
78,114975,93
59,41046,81
78,67046,17
39,172947,80
56,190186,100
64,45821,99
54,66618,91
70,147449,83
57,22756,92
44,121178,76
43,108176,51
52,134564,91
38,98098,85
39,22991,75
79,128346,64
27,25706,22
53,23895,84
81,76163,30
42,47894,4
31,73736,56
88,47369,18
30,160576,11
20,146396,23
69,54026,52
75,168173,44
38,148057,76
48,153857,80
22,127337,41
71,69684,94
56,115662,67
54,108472,64
56,146780,60
46,117312,51
52,99971,53
62,198478,50
82,166585,39
52,150286,33
22,58853,49
76,184939,79
65,92110,75
27,44794,41
90,147332,8
30,156374,96
34,190158,8
59,56846,4
23,138174,11
40,49651,45
89,76892,71
57,81124,72
28,158552,77
79,151627,99
61,184076,53
50,140568,19
58,75209,80
72,135424,100
20,117363,74
86,155307,62
82,162516,85
43,42840,12
27,86926,85
60,156946,85
35,122545,60
18,53619,85
47,71919,41
26,59049,26
79,37902,69
89,23500,91
28,46311,74
46,94776,59
58,128144,5
44,122820,59
18,34929,89
27,140867,26
89,91699,20
70,122694,31
51,189372,11
58,36048,4
81,80277,2
90,142343,80
86,173081,98
51,21515,62
39,131075,96
36,87591,56
54,42225,52
18,60358,12
55,187576,7
80,38794,50
60,64171,43
66,118931,24
86,50949,94
28,185745,22
44,50337,58
27,122134,19
83,99598,26
52,179906,73
67,97207,8
30,167479,10
27,37149,93
75,124144,54
42,184301,15
76,134957,75
61,129391,23
73,26781,47
42,116773,9
44,52823,5
83,175458,41
79,154154,9
65,79560,12
29,172550,51
76,176627,36
83,27017,54
63,44903,61
35,143873,50
89,104684,76
62,29237,72
62,137838,41
68,57604,46
78,118335,76
76,124799,100
56,82586,67
65,106533,77
78,35800,2
68,72175,72
73,191600,70
35,100175,95
87,97807,76
71,194974,73
19,134579,82
77,63580,2
66,164334,3
31,41970,23
74,136978,26
29,26172,22
76,142948,37
88,187239,6
68,28898,96
70,159603,4
63,86569,88
50,171859,47
80,62970,84
85,93068,85
24,121573,16
45,142788,46
83,107117,70
88,88015,62
69,81847,1
60,84991,29
78,148063,30
19,165585,90
47,86161,87
62,166010,72
71,89110,19
58,38632,96
59,84890,58
45,114074,3
18,175422,16
43,88937,50
31,198216,73
64,192101,76
79,191658,74
19,51308,84
25,40636,23
57,156684,36
33,36334,7
79,39800,45
86,168695,27
50,76619,83
73,188968,42
32,190592,95
38,199337,30
51,194318,49
59,42004,30
72,79579,78
23,183097,81
69,152819,23
27,150865,29
85,110912,84
22,86645,50
41,114174,54
52,25673,73
79,141582,68
86,36598,5
54,71638,76
76,156853,73
54,184475,35
52,116156,50
58,101334,70
88,112521,54
81,46443,73
18,22123,75
50,85357,32
46,92047,80
34,58327,31
54,197013,55
82,59523,57
60,100512,91
26,80663,59
86,69644,71
81,184311,21
70,132818,79
53,180459,16
43,108039,43
49,172335,10
88,136703,55
24,106157,65
81,50213,38
89,121903,38
34,55110,38
38,157866,31
51,160731,17
57,190817,93
46,169659,22
68,132533,90
23,76221,1
23,85850,25
28,137796,53
19,148469,76
67,126116,75
28,152379,27
24,44381,98
32,127137,93
65,107650,3
53,51690,46
72,186362,81
32,135861,70
73,110112,82
87,70957,77
25,154146,82
67,23168,24
18,171118,20
30,45778,55
59,190834,13
68,106261,47
62,33654,13
57,199676,83
89,148616,10
69,43185,79
84,111536,32
42,142568,72
22,73815,61
26,48172,64
81,50143,57
32,56124,1
74,51239,12
46,169298,62
66,21343,87
87,181956,97
75,131443,38
24,93204,78
41,87935,34
61,160189,49
24,171996,13
69,58172,27
62,68110,57
58,114147,33
80,177638,19
75,83092,7
24,77789,18
64,44706,6
76,24796,98
27,187286,56
87,188693,97
51,55449,15
47,170478,85
69,166319,16
35,131731,57
87,125254,82
24,45257,56
61,76806,25
53,188316,85
85,179665,37
53,82634,28
66,117768,49
43,160048,98
56,82746,55
71,110685,45
29,73030,86
56,60266,59
45,58690,42
18,93831,67
74,149404,31
19,93812,91
47,22917,33
70,91180,97
18,116357,36
44,89390,93
66,83642,49
25,131052,22
32,191370,16
35,30204,30
82,116446,77
72,44734,79
19,80135,97
73,29929,29
49,38434,80
29,197430,82
25,74139,63
64,122365,84
86,53294,31
40,35472,71
35,36425,5
34,135947,11
68,117804,50
21,165503,98
41,107443,50
56,109190,88
73,50841,68
38,51000,31
51,78604,68
80,32817,80
47,25894,18
67,178100,58
90,161951,8
84,137534,66
30,42229,28
89,22809,57
66,190512,50
81,73258,47
78,107979,95
47,197178,19
60,100950,39
29,179754,65
90,191323,97
85,155227,19
61,191155,40
61,98064,64
30,20206,16
63,107302,62
72,135782,54
56,178824,78
20,103133,43
34,184492,56
39,113582,32
69,92532,53
51,132330,59
55,55608,29
41,44268,40
20,52204,54
78,186166,8
31,86494,21
36,115850,42
32,159946,60
34,199919,50
33,34123,57
56,74342,93
24,80891,69
34,20765,82
79,164813,61
85,44316,8
56,21370,30
78,143537,69
34,114383,82
44,176557,22
20,60196,75
23,79516,79
65,123161,28
43,85785,48
35,74402,65
35,177543,4
39,70546,98
39,81673,61
75,186467,49
55,161285,37
79,180099,50
81,64584,44
90,121122,74
51,122671,55
75,29075,24
84,112241,81
86,131452,31
64,189450,51
30,39129,94
66,167376,60
33,32694,30
37,21615,43
75,154668,24
41,39666,14
26,89932,76
81,177853,19
57,78617,48
80,164700,53
19,134116,60
26,55298,33
28,67047,81
64,142915,67
29,116859,8
36,103135,16
19,73031,70
63,51888,100
37,50157,65
77,131461,58
57,20575,32
77,87295,41
55,192499,86
38,187157,71
84,195881,75
55,107923,94
20,199963,99
46,70557,78
47,71987,53
70,138921,33
88,23477,83
55,159702,47
65,182311,91
90,95957,8
58,62434,54
90,137873,23
79,173980,85
62,134389,80
34,85450,95
68,143164,95
86,28578,79
53,166806,94
55,182541,87
78,73774,100
75,60479,8
58,65322,50
25,187386,28
28,78304,52
50,43097,26
80,193458,66
86,88528,52
38,39786,31
37,74619,37
50,192481,80
39,122431,87
53,179038,18
52,169213,2
61,104479,25
25,153857,61
47,142183,4
43,43556,26
47,56055,73
62,125042,6
24,137805,27
54,185368,44
65,120561,15
54,158343,68
87,185443,43
62,27893,68
90,145939,87
36,43404,55
51,100259,74
76,190908,58
86,61752,22
55,160907,64
25,30546,4
39,123784,7
45,103930,39
21,110598,4
66,73495,8
68,71313,53
81,94200,25
64,32546,6
69,86735,44
90,52625,88
72,154752,96
60,126673,97
68,169632,36
54,188647,22
38,29812,38
68,186743,70
26,161672,27
83,182004,94
29,166866,67
49,37617,81
22,127065,27
66,45829,100
60,169662,22
74,49289,32
36,144986,95
83,107969,20
69,34551,74
36,171142,37
81,104805,73
46,76323,84
34,80153,13
65,42523,90
43,197928,8
23,39238,3
75,122810,86
85,122186,90
47,68927,57
27,36897,94
46,27800,62
22,26270,10
86,182585,66
73,78364,62
47,55091,58
65,167925,17
40,83498,77
56,98022,1
58,130004,63
32,69150,10
63,168907,20
79,63283,53
89,68960,5
42,31626,12
44,175105,94
82,142302,6
71,34610,20
82,173473,92
21,143193,14
64,38031,78
18,98403,21
69,157059,42
59,95554,77
76,114313,54
70,196954,21
59,193354,54
21,186776,84
39,151439,23
70,72095,29
29,196555,54
55,46289,35
34,43247,37
20,133550,78
53,149683,4
49,65372,42
76,20496,52
32,190513,29
29,50206,94
77,186429,28
34,57780,23
40,172351,13
82,75432,47
58,96512,81
78,64046,36
58,69015,3
25,53087,19
18,103070,48
44,53827,7
70,134442,55
86,154075,4
21,130106,50
53,176769,22
30,53170,55
21,165394,91
78,144384,90
77,146241,62
35,198983,33
34,80840,37
69,195575,57
55,43900,20
45,129383,33
35,39410,82
23,179976,38
39,29969,44
71,188475,13
85,134267,17
22,20994,22
30,62539,6
34,81746,12
47,26328,38
62,141148,41
