Age,Gender,Annual Income,Spending Score,Cluster,PCA1,PCA2
51,0,184981,80,3,0.13937936565919593,1.0275513179797866
64,1,121831,49,4,0.05288662981440154,0.700283196876216
72,0,130859,36,3,-1.3108712921510515,0.14770585098364858
28,0,198353,23,3,-0.6504315483220627,0.027610911965512932
80,0,141526,56,3,-1.0830115682008037,0.7166435697519273
51,1,124167,58,0,0.6156636016897651,0.5727292847742674
71,1,44569,51,4,0.16784323378531285,-0.23241538828153702
74,0,50234,69,2,-0.3026195842242166,-0.552701528394285
69,0,146040,1,1,-2.1219497803440226,-0.13324336110495857
64,1,98568,28,4,-0.3749095424194099,0.10673852921632968
32,1,115928,84,0,1.7861233962927194,0.3793849834686497
53,1,163823,91,0,1.2231242704638998,1.5917244404630058
38,1,162986,2,0,-0.5071841662670138,0.15882950701222515
67,0,63804,17,1,-1.4084688742636744,-1.1519078600998356
19,0,128210,83,2,1.2721163118403414,-0.4182175262049046
19,0,169831,88,3,1.2537422607707456,0.23889323789072808
47,0,149570,9,1,-1.3421377103158838,-0.445022977669644
38,1,64984,24,0,0.3487442985452319,-0.9686658153015718
90,1,59247,73,4,0.13092525123971893,0.6495516148921405
28,1,134401,73,0,1.5688049127201427,0.4227984917920397
85,1,108707,76,4,0.17445918890297066,1.2889374860508347
33,0,159207,76,3,0.6191639092271514,0.23167006598501347
68,1,102064,90,4,0.996390223486648,1.0112333415377934
79,1,42240,20,4,-0.7881774607400973,-0.48311802641360335
55,1,140057,98,0,1.4162912548240854,1.3809632798530924
30,0,150059,5,1,-0.977095380225667,-0.8444927707468074
78,0,138708,61,3,-0.8988480678283272,0.6965341155333311
85,0,68162,23,1,-1.76876779054184,-0.6373083560895083
80,0,88886,81,2,-0.30604751468977176,0.27487874467543705
79,0,162936,63,3,-0.958684522240006,1.0887129076358164
77,0,20219,62,2,-0.45273507012305947,-1.0058082952239162
87,0,178249,68,3,-1.107242511640336,1.537634027484808
85,1,96795,88,4,0.5029007707627895,1.2678013595828994
45,1,89023,75,0,1.3052133447201693,0.1557279737786854
30,1,67020,73,0,1.7388653110627819,-0.49843484008998223
59,0,157931,28,3,-1.239579266340715,0.16246207625342024
64,0,84889,19,1,-1.348909757402658,-0.8885979152314639
22,0,168650,37,3,-0.051199218734790226,-0.3488980764621521
52,1,138022,66,0,0.7347659237579783,0.8911995259731655
65,1,199543,50,4,-0.20922751482946297,1.8445806760919652
87,0,154350,88,3,-0.5463592178516226,1.4445748280364248
52,0,185776,13,3,-1.5026841496596481,0.22717734712005885
18,0,186738,61,3,0.5749507322515491,0.12401666940696278
78,0,114975,93,2,-0.049768569013096314,0.7549923576662911
59,1,41046,81,4,1.2282237749410403,-0.16173513658205288
78,0,67046,17,1,-1.7188090680388082,-0.8747287541194333
39,1,172947,80,0,1.3092645759396673,1.2916450162661475
56,1,190186,100,4,1.2701494927986177,2.143393774724609
64,0,45821,99,2,0.7062651910894318,-0.45277370170775727
54,1,66618,91,0,1.5197925708836642,0.22317557979887023
70,0,147449,83,3,-0.18075494648585982,0.927037159609222
57,1,22756,92,2,1.6083165449605727,-0.32844273795223
44,0,121178,76,2,0.44634374751752315,-0.08111484583237935
43,0,108176,51,3,-0.08466243642050832,-0.5986795833506418
52,1,134564,91,0,1.3478495232687269,1.1524855192274928
38,1,98098,85,0,1.7062135222525632,0.2628460259464675
39,0,22991,75,2,0.8856058124384526,-1.6020400430745998
79,0,128346,64,3,-0.819363956522508,0.6066816948331227
27,1,25706,22,0,0.7310359729811328,-1.7858326543015977
53,0,23895,84,2,0.7179260919081691,-1.183468971319292
81,1,76163,30,4,-0.7150499630432805,0.16806430353581808
42,0,47894,4,1,-0.9874996487495507,-2.0655378438387033
31,1,73736,56,0,1.280194536874303,-0.5927334420061666
88,1,47369,18,4,-1.0984689044743525,-0.24579191468188424
30,0,160576,11,3,-0.8677646449817132,-0.6195812656353733
20,0,146396,23,3,-0.25945903424548306,-0.8829882749997003
69,1,54026,52,4,0.21485515004477584,-0.12677001343650787
75,0,168173,44,3,-1.3243985892544468,0.8434897152265435
38,1,148057,76,0,1.3231820059532293,0.8651455979643049
48,1,153857,80,0,1.1277986991593634,1.207620829653914
22,0,127337,41,3,0.18271054160652267,-0.8897476487792091
71,0,69684,94,2,0.31582378307392606,-0.026903438146514087
56,1,115662,67,4,0.7244119200835388,0.6679347405390277
54,1,108472,64,0,0.7306439022360108,0.48589840734541095
56,1,146780,60,4,0.4522858153639641,1.0257618821520595
46,1,117312,51,0,0.6062215760848314,0.2828118780201295
52,0,99971,53,2,-0.2542735782021686,-0.502246579252194
62,1,198478,50,4,-0.12398677181233456,1.7664016001391138
82,0,166585,39,3,-1.6300341448287907,0.905540972294809
52,1,150286,33,0,-0.10015990567249657,0.6563645904678937
22,0,58853,49,1,0.6034071843973994,-1.7692885917778787
76,0,184939,79,3,-0.5653100669888809,1.5391474595400991
65,1,92110,75,4,0.7503135326232047,0.6195564575625759
27,1,44794,41,0,1.1246188675311333,-1.2768265284361269
90,0,147332,8,1,-2.529661996373013,0.4129117746606738
30,1,156374,96,0,1.9945630577173905,1.0647301974268404
34,1,190158,8,0,-0.344427223100729,0.5378822112746768
59,1,56846,4,4,-0.6772320104136585,-0.8928865093696934
23,0,138174,11,1,-0.6025036920012882,-1.0867102467034915
40,1,49651,45,0,0.8506857199126601,-0.8848763410654793
89,0,76892,71,2,-0.7517825812970015,0.16800395473000362
57,1,81124,72,4,0.9325783170712583,0.2573467013612449
28,1,158552,77,0,1.5845805987929313,0.8177489839540326
79,0,151627,99,2,-0.054753535553333885,1.3744855769768127
61,1,184076,53,4,0.023420469782341174,1.5768278430275413
50,1,140568,19,0,-0.3501912101699641,0.3014750153005854
58,0,75209,80,2,0.31453838598269235,-0.3947312511545568
72,0,135424,100,2,0.21391403417509663,1.008399268448112
20,0,117363,74,2,1.064467165230905,-0.6641474554021476
86,0,155307,62,3,-1.1479409460261256,1.1141236213847192
82,1,162516,85,4,0.29341503908170546,2.107034057430204
43,1,42840,12,0,-0.0023719032533827543,-1.3294310961728315
27,0,86926,85,2,1.239959131217806,-0.815629887285358
60,0,156946,85,3,0.10803154949605834,0.87780296236335
35,1,122545,60,0,1.1048840338098103,0.2386402537883689
18,0,53619,85,2,1.5960182361761597,-1.4806145601761913
47,0,71919,41,1,-0.3133968248391247,-1.157316108452812
26,0,59049,26,1,-0.05960485153247616,-1.9684070328940033
79,0,37902,69,2,-0.39768123565221875,-0.6240609492868398
89,0,23500,91,2,-0.09262499549433283,-0.3466541586509319
28,0,46311,74,2,1.0833757207757493,-1.5119472378171044
46,1,94776,59,0,0.8738138493827021,0.06009210944837214
58,0,128144,5,1,-1.6665308827765886,-0.5701848171283894
44,1,122820,59,0,0.8348291579858791,0.4190077226390158
18,0,34929,89,2,1.7545453868056184,-1.698071048375114
27,1,140867,26,0,0.4435551806966814,-0.08990507750929891
89,1,91699,20,4,-1.2252876875085703,0.4337425675122219
70,0,122694,31,1,-1.349515380021069,-0.07312540604133594
51,0,189372,11,3,-1.5355606746327826,0.23273931320627395
58,0,36048,4,1,-1.383718164051,-1.8991148497215302
81,1,80277,2,4,-1.4025067693282298,-0.12113037088596172
90,0,142343,80,3,-0.7805420124179722,1.2364615636772194
86,1,173081,98,4,0.4621002359891638,2.5035727075934977
51,1,21515,62,0,1.053962430550524,-0.8449539694913482
39,1,131075,96,0,1.8337863301967297,0.8919490970856805
36,0,87591,56,2,0.2948562736930633,-0.9776912282609879
54,0,42225,52,2,-0.1403806259483608,-1.2981774440402274
18,1,60358,12,0,0.6200229099534932,-1.6036386117490755
55,0,187576,7,3,-1.7347486714816103,0.2412909146240425
80,1,38794,50,4,-0.08205230027330343,-0.1385319471422774
60,1,64171,43,4,0.20956486049997822,-0.2824719024612387
66,0,118931,24,1,-1.3964910062038887,-0.29785803257217086
86,0,50949,94,2,-0.030209062115273595,0.020057114058076857
28,1,185745,22,0,0.17053572578492165,0.5228907535612242
44,0,50337,58,2,0.24927063896900395,-1.3174952204692278
27,1,122134,19,0,0.3375387200006952,-0.4446920293574841
83,1,99598,26,4,-0.9438493903987112,0.4953200189785887
52,1,179906,73,0,0.7636404140062283,1.5769272589033878
67,1,97207,8,4,-0.9333154516265882,-0.09833592753157122
30,1,167479,10,0,-0.1118104150372178,0.15460599160940838
27,1,37149,93,0,2.401340073495467,-0.7398180946614276
75,1,124144,54,4,-0.134045798151957,1.02632589684985
42,1,184301,15,0,-0.3743192873723049,0.7090381237701319
76,1,134957,75,4,0.30800462304389,1.4628843102387616
61,0,129391,23,1,-1.3192540660393495,-0.2656873358046249
73,1,26781,47,4,0.07640389661030768,-0.49443753636711596
42,1,116773,9,0,-0.2936823807348761,-0.3308388199948388
44,0,52823,5,1,-1.034322591253406,-1.9406796509453539
83,0,175458,41,3,-1.6387058566278403,1.0782218725777322
79,1,154154,9,4,-1.4257755226472537,0.979963458777428
65,1,79560,12,4,-0.7238023499137431,-0.34285287398367925
29,1,172550,51,0,0.8850833047544315,0.7156873341153764
76,0,176627,36,3,-1.5722985894975559,0.885893984366172
83,1,27017,54,4,-0.028252145659908665,-0.194212897560879
63,0,44903,61,2,-0.1778181445782131,-0.9591723009091961
35,1,143873,50,0,0.7931920750566097,0.4192343913458241
89,0,104684,76,2,-0.7240767088504754,0.6274308148222026
62,0,29237,72,2,0.1663004582429651,-1.0673851261831662
62,0,137838,41,3,-0.9415071771028637,0.09976326720298079
68,1,57604,46,4,0.08578882415218443,-0.1711801856678383
78,1,118335,76,4,0.33299225481843137,1.2796735310315976
76,1,124799,100,4,0.9434134440137474,1.6283946033829577
56,0,82586,67,2,0.03160689032002909,-0.4928211346182702
65,0,106533,77,2,-0.05263909923178342,0.16265053189690667
78,0,35800,2,1,-1.9756302368206782,-1.5078172080167551
68,0,72175,72,2,-0.14015828709029457,-0.3276814862036967
73,0,191600,70,3,-0.7223753062587653,1.459552262657149
35,1,100175,95,0,2.0216091838580565,0.35386854104734206
87,0,97807,76,2,-0.6467003467288583,0.4871549021104741
71,1,194974,73,4,0.19604911844936607,2.1910376979505437
19,1,134579,82,0,2.029849895256354,0.34833626479229346
77,1,63580,2,4,-1.2379476082560177,-0.4437520299548096
66,0,164334,3,3,-2.0530907092901147,0.09016957197126753
31,1,41970,23,0,0.5919820657788386,-1.4569719709217488
74,0,136978,26,3,-1.6263463531533489,0.15285916802412203
29,1,26172,22,0,0.6750218488855383,-1.7372012212027124
76,0,142948,37,3,-1.4360135874739755,0.4168854078023334
88,0,187239,6,3,-2.656300547806063,0.916550141335452
68,0,28898,96,2,0.5815446576806935,-0.6480320517130578
70,1,159603,4,4,-1.319168385308678,0.8068476408584278
63,1,86569,88,4,1.1360499611041,0.6599517043665555
50,0,171859,47,3,-0.5837265218188595,0.40884153385490324
80,0,62970,84,2,-0.14750489089212404,-0.05830125845291862
85,0,93068,85,2,-0.35988605970420656,0.4892998126999393
24,0,121573,16,1,-0.45410557819446984,-1.240891012317778
45,0,142788,46,3,-0.3747674429229715,-0.124078694907939
83,0,107117,70,2,-0.7131743669561966,0.4617279574559286
88,1,88015,62,4,-0.175158789521226,0.8821009378640396
69,1,81847,1,4,-1.1050325168333377,-0.3629362283375651
60,0,84991,29,1,-0.999702476169999,-0.8467927987086661
78,1,148063,30,4,-0.8729375459610609,1.1329111915435235
19,0,165585,90,3,1.3160153429183112,0.20305459003926082
47,1,86161,87,0,1.5490378620358871,0.3059305355955108
62,0,166010,72,3,-0.28944394692520137,0.8877685799605632
71,1,89110,19,4,-0.7505710722121777,0.0065742453902211465
58,1,38632,96,2,1.6244348681160268,-0.030797373500047763
59,0,84890,58,2,-0.2743243556400464,-0.508789070134984
45,1,114074,3,0,-0.5107556829531766,-0.38103792037077727
18,0,175422,16,3,-0.4701529835123719,-0.5970360423630272
43,1,88937,50,0,0.758400142685782,-0.1981890951027335
31,0,198216,73,3,0.47145515911255237,0.7100429222522856
64,0,192101,76,3,-0.3345939336690112,1.3524211592456703
79,0,191658,74,3,-0.7897028551273652,1.6360062523982812
19,1,51308,84,0,2.3554439663302014,-0.8171553235372523
25,0,40636,23,1,-0.04320713485533073,-2.289889801845889
57,1,156684,36,4,-0.18544487916305744,0.8900344063151808
33,1,36334,7,0,0.17130143731861366,-1.6944272211921638
79,0,39800,45,1,-0.9815042791162708,-0.895218248681527
86,0,168695,27,3,-2.034736970828743,0.8704987164557162
50,1,76619,83,0,1.4028911643725115,0.1827689824149688
73,0,188968,42,3,-1.387353613444737,1.073924323617019
32,0,190592,95,3,0.9990023695738096,0.8954753293876005
38,0,199337,30,3,-0.7575800183014453,0.3385281214706123
51,0,194318,49,3,-0.6376684513408125,0.775732682152191
59,0,42004,30,1,-0.805171399450649,-1.4698431333890278
72,0,79579,78,2,-0.1293773640969187,-0.06332990697590728
23,1,183097,81,0,1.7351968159622064,1.1134066122451853
69,1,152819,23,4,-0.8121461372198209,0.925031606126149
27,0,150865,29,3,-0.32059036384588685,-0.5976371422728693
85,1,110912,84,4,0.35961141680982417,1.419887358736504
22,0,86645,50,1,0.5348632777175634,-1.359576562152183
41,1,114174,54,0,0.8250184985699064,0.17031561867245254
52,0,25673,73,2,0.474545362798132,-1.3157534667379662
79,0,141582,68,3,-0.7672181522070066,0.8456035650992824
86,0,36598,5,1,-2.1239473561604627,-1.2912436955052775
54,0,71638,76,2,0.3391103266043238,-0.5794331377577314
76,1,156853,73,4,0.1869195769032983,1.7510276009176644
54,0,184475,35,3,-1.0234366279157368,0.5239812937407415
52,0,116156,50,3,-0.3803913169224147,-0.30817005937334385
58,1,101334,70,4,0.7898805521634709,0.5423738326923749
88,0,112521,54,3,-1.2523336614267757,0.4450432172575531
81,0,46443,73,2,-0.38435247066358647,-0.41028352476782287
18,0,22123,75,2,1.4603423219537015,-2.0551331961437476
50,0,85357,32,1,-0.6564279238925912,-1.0141248432193464
46,1,92047,80,0,1.388218552387433,0.28208424020340284
34,1,58327,31,0,0.6482860621259727,-1.0607659196949764
54,1,197013,55,4,0.21905243155826765,1.63972306319147
82,1,59523,57,4,-0.03714811125984268,0.2867576051433751
60,0,100512,91,2,0.4404512253234162,0.14565791552353038
26,1,80663,59,0,1.4654536453316271,-0.561351727979445
86,1,69644,71,4,0.15707899286619795,0.6893780359309212
81,1,184311,21,4,-1.291974361653673,1.6021686835698392
70,0,132818,79,2,-0.22825243976621845,0.6681739308872962
53,1,180459,16,4,-0.6369922798260979,0.8973810031014632
43,1,108039,43,0,0.5263128231979468,-0.012129238940945957
49,0,172335,10,3,-1.4483923916174508,-0.06520129415475724
88,0,136703,55,3,-1.3088486054995394,0.8031507278686855
24,1,106157,65,0,1.5793405352692322,-0.16431581465335002
81,1,50213,38,4,-0.4360818231690818,-0.10345818745026579
89,0,121903,38,3,-1.695825429700826,0.4012834746734587
34,0,55110,38,1,0.024424296945904964,-1.7076900012988174
38,1,157866,31,0,0.20768720014099815,0.4460722391534977
51,1,160731,17,0,-0.4927323653152772,0.5858302872428832
57,1,190817,93,4,1.0723791324825636,2.0863979004418245
46,1,169659,22,0,-0.2660159446290523,0.6706734726103749
68,1,132533,90,4,0.8948637798093954,1.4467840589490755
23,1,76221,1,0,0.16632516905641606,-1.408669657528223
23,1,85850,25,0,0.7117388352429829,-0.9727352693022697
28,0,137796,53,3,0.2732251437673348,-0.46518294484455114
19,1,148469,76,0,1.8391920435717324,0.47231991081339264
67,1,126116,75,4,0.5825400163278316,1.1476381864366556
28,0,152379,27,3,-0.40099076451494264,-0.5798670988908459
24,1,44381,98,0,2.579246419159917,-0.6372490080813351
32,0,127137,93,2,1.1623173199640258,-0.03646373517227504
65,1,107650,3,4,-1.0339636769460239,-0.053168046101432866
53,0,51690,46,1,-0.28906315762151547,-1.2584336541001633
72,1,186362,81,4,0.3900142391029227,2.188344856407006
32,1,135861,70,0,1.3828299694482997,0.4903229321038353
73,1,110112,82,4,0.64092035509896,1.1317739266143927
87,0,70957,77,2,-0.53317040998054,0.11576606525590213
25,0,154146,82,3,0.9982478702699347,0.06601584596802064
67,0,23168,24,1,-1.1046276265817416,-1.6457936753917077
18,1,171118,20,0,0.44345656838369335,0.07909202592992225
30,0,45778,55,2,0.5735039363131654,-1.713741835166949
59,1,190834,13,4,-0.9071344510902536,1.1343143228152035
68,0,106261,47,1,-0.8552981377726239,-0.1511438760292028
62,0,33654,13,1,-1.2681017694208596,-1.7375383878944703
57,1,199676,83,4,0.8022354105015467,2.088749171630141
89,1,148616,10,4,-1.6555665576809095,1.123077211221836
69,0,43185,79,2,0.09764638324342136,-0.6341041125047937
84,1,111536,32,4,-0.8664842788582894,0.7615295588082469
42,1,142568,72,0,1.1362995378877583,0.8209062052765939
22,1,73815,61,0,1.64531962042213,-0.718325692653148
26,1,48172,64,0,1.694029864825835,-0.9636631559079988
81,0,50143,57,2,-0.7816804408106326,-0.5562517883640623
32,1,56124,1,0,-0.011785260259809813,-1.5070887889182032
74,0,51239,12,1,-1.677527719993744,-1.2467715075254375
46,1,169298,62,0,0.6976847428952765,1.1626613253739517
66,0,21343,87,2,0.4446181958947529,-0.9098582620303395
87,1,181956,97,4,0.38123452560013116,2.6389960747877703
75,0,131443,38,3,-1.346384394631591,0.24386650459468084
24,0,93204,78,2,1.1322949844691383,-0.8758426082100089
41,1,87935,34,0,0.4312011679926569,-0.4533419060764423
61,1,160189,49,4,0.00676510334161135,1.1856511993474999
24,1,171996,13,0,0.10870978638081093,0.1305520339912016
69,0,58172,27,1,-1.2035392668929685,-1.0661595328155251
62,0,68110,57,2,-0.32416581553760115,-0.6981308463458171
58,1,114147,33,4,-0.14312439170397087,0.26567195617738537
80,1,177638,19,4,-1.2906333195874655,1.4609365206365115
75,1,83092,7,4,-1.1281904056718852,-0.14465680007501308
24,0,77789,18,1,-0.2600870324573145,-1.8419206498639276
64,0,44706,6,1,-1.5278268568929803,-1.6245823019379586
76,0,24796,98,2,0.4254924943279205,-0.5139321618241228
27,0,187286,56,3,0.20773640782986239,0.258571810198579
87,0,188693,97,3,-0.4442323014695736,2.0473622814938537
51,0,55449,15,1,-0.9930630397648899,-1.6319591527226125
47,1,170478,85,0,1.2199583907163338,1.4863745690467278
69,0,166319,16,3,-1.8285852229439363,0.3430731371046308
35,1,131731,57,0,1.0020878212078184,0.33266690425366546
87,0,125254,82,2,-0.5937824472017277,0.9540787360076579
24,0,45257,56,2,0.7626864818562208,-1.8346708165489807
61,0,76806,25,1,-1.0959095092482212,-0.9925262176297694
53,0,188316,85,3,0.19411760571540715,1.1793383016417958
85,1,179665,37,4,-1.0004169134440541,1.818554027571785
53,0,82634,28,1,-0.8252963656051706,-1.0398096054967563
66,1,117768,49,4,0.011963689000643407,0.684173115676775
43,1,160048,98,0,1.6764469215784417,1.4149121257985222
56,1,82746,55,4,0.5453427303981884,0.048259958867117515
71,0,110685,45,1,-0.9998563701859402,-0.049805711329016476
29,1,73030,86,0,2.058881713843015,-0.2719344179535055
56,1,60266,59,4,0.71649862570377,-0.22337412685678987
45,1,58690,42,0,0.61222594193054,-0.6880259912178195
18,0,93831,67,2,1.0289029158816059,-1.1295055580473072
74,1,149404,31,4,-0.7444207676713491,1.0805692965967566
19,0,93812,91,2,1.5792342234886525,-0.8105031686134349
47,0,22917,33,1,-0.34261571116061623,-1.9572235092062147
70,1,91180,97,4,1.1466328044384388,0.984618832990374
18,1,116357,36,0,1.010926050907391,-0.5048506094773331
44,1,89390,93,0,1.764345139273094,0.36370592269657925
66,1,83642,49,4,0.12567570504744247,0.1963460198620973
25,0,131052,22,1,-0.3685467771662943,-1.0098325839165994
32,1,191370,16,0,-0.10150484248500476,0.6126672487781716
35,1,30204,30,0,0.6907022239077034,-1.4542245454372167
82,0,116446,77,2,-0.5485919477942806,0.6611008426486991
72,1,44734,79,4,0.8138112099592476,0.1389320896517139
19,0,80135,97,2,1.7691823330582306,-0.9314420050638688
73,1,29929,29,4,-0.3672096314214975,-0.6731539892952326
49,1,38434,80,0,1.485171609212269,-0.421352166026098
29,1,197430,82,0,1.5481158825505097,1.4566338998934736
25,0,74139,63,2,0.8076545527449284,-1.3138201119883588
64,1,122365,84,4,0.8932928436985536,1.1429214297057035
86,0,53294,31,1,-1.553956910866166,-0.7294299707508044
40,0,35472,71,2,0.7205371335879995,-1.452355459238095
35,1,36425,5,0,0.06841196963702707,-1.676013783556575
34,0,135947,11,1,-0.8946205072450987,-0.8877098427980606
68,0,117804,50,3,-0.8215734946670306,0.051148053741756114
21,0,165503,98,3,1.4543267802634396,0.34328208949498074
41,1,107443,50,0,0.7511972367034341,0.024381946796800915
56,0,109190,88,2,0.44827044092773854,0.14848272917116057
73,1,50841,68,4,0.5015443671272668,0.11050015114169186
38,0,51000,31,1,-0.23924050253778723,-1.769502876470455
51,0,78604,68,2,0.20509123472124943,-0.6422396884369527
80,0,32817,80,2,-0.14328117708467827,-0.5390496240568532
47,0,25894,18,1,-0.7134721118820517,-2.1010982638693547
67,0,178100,58,3,-0.8027569235752267,0.9915168267769823
90,0,161951,8,3,-2.578374296747746,0.6218886343487349
84,1,137534,66,4,-0.13498967979076543,1.5557439239620616
30,0,42229,28,1,-0.06435636966166307,-2.1000494721129894
89,1,22809,57,4,-0.10542730427359785,-0.0911695761333604
66,0,190512,50,3,-1.0093841101309646,1.048530214651639
81,1,73258,47,4,-0.29630858558628437,0.3378257048363779
78,1,107979,95,4,0.8246861673747014,1.367781192114575
47,1,197178,19,0,-0.45713063844449425,1.047753178728603
60,0,100950,39,1,-0.8122553730206488,-0.4943737228323204
29,1,179754,65,0,1.197952920444248,0.9926695606874493
90,1,191323,97,4,0.2683305007093426,2.8358512495935035
85,0,155227,19,3,-2.155128824345415,0.5575605940542242
61,1,191155,40,4,-0.31297940830505716,1.5164481038740354
61,1,98064,64,4,0.5747098919531033,0.484012355486155
30,1,20206,16,0,0.5232959461817821,-1.8760717152758164
63,1,107302,62,4,0.44134149879592405,0.6331810660929932
72,1,135782,54,4,-0.09113300859677806,1.1297346893296851
56,0,178824,78,3,-0.024383032423031966,1.0196053696420488
20,1,103133,43,0,1.168965798756841,-0.5649151386602309
34,1,184492,56,0,0.8294499331002904,1.0534653833168952
39,0,113582,32,1,-0.4509396321553353,-0.8414869409362413
69,0,92532,53,2,-0.6924074353081793,-0.2518410369050281
51,0,132330,59,3,-0.1904923874342729,0.01390869885176011
55,1,55608,29,4,0.037376986834680485,-0.6838059186195342
41,1,44268,40,0,0.7210796345112915,-1.0029842121243144
20,1,52204,54,0,1.6033543635470178,-1.1562233296398656
78,1,186166,8,4,-1.5292751988062663,1.4041574599921334
31,1,86494,21,0,0.39549774931336373,-0.8453641217216444
36,0,115850,42,1,-0.13618040596755682,-0.7477341036381971
32,0,159946,60,3,0.25893303159662634,0.022389651525833505
34,1,199919,50,0,0.6336706089704971,1.199420260840871
33,1,34123,57,0,1.3817909994796467,-1.1045978213972156
56,0,74342,93,2,0.6847004734039047,-0.28752173236330064
24,1,80891,69,0,1.7597797241546762,-0.4757754377663358
34,1,20765,82,0,2.000631935307546,-0.9638461368495593
79,0,164813,61,3,-1.0130638059343433,1.0906869833140151
85,1,44316,8,4,-1.2472283495327254,-0.47667628946053703
56,0,21370,30,1,-0.6547243491598932,-1.82775872806653
78,0,143537,69,3,-0.7224393296391904,0.8649937549486996
34,0,114383,82,2,0.8856669641201025,-0.31352640756611505
44,0,176557,22,3,-1.0375578884770225,0.03937113636220816
20,0,60196,75,2,1.2790170630203888,-1.468914187814757
23,1,79516,79,0,2.032216518034245,-0.39212883181008257
65,1,123161,28,4,-0.4840871111454006,0.4792775375094735
43,1,85785,48,0,0.7207781035761998,-0.2681039740295872
35,0,74402,65,2,0.5825963192564018,-1.0753530494886876
35,1,177543,4,0,-0.4258729530350926,0.3288224712359794
39,0,70546,98,2,1.2805829518944487,-0.6363867203194755
39,1,81673,61,0,1.1562142838146283,-0.24925136156200042
75,1,186467,49,4,-0.46202589922349924,1.8550822032389167
55,0,161285,37,3,-0.9252704926038289,0.23832543691453958
79,1,180099,50,4,-0.5256672076104867,1.8604211485751103
81,1,64584,44,4,-0.3395930884480244,0.17654578754541397
90,1,121122,74,4,-0.051187390214865014,1.5464760604661354
51,0,122671,55,3,-0.2545571943108539,-0.17388038346008022
75,1,29075,24,4,-0.5391375775853399,-0.705535336689234
84,1,112241,81,4,0.31022636900253203,1.3806141228553968
86,1,131452,31,4,-1.0113706324190073,1.075767712222156
64,0,189450,51,3,-0.9273215961807004,1.0038077403237622
30,0,39129,94,2,1.5340945660014078,-1.3240688993173868
66,0,167376,60,3,-0.6916676737064106,0.842090932945062
33,0,32694,30,1,-0.06615172349373624,-2.148538715429482
37,0,21615,43,1,0.17465393509446173,-2.0613984612637535
75,0,154668,24,3,-1.7606471690944268,0.40186320020935196
41,1,39666,14,0,0.11079049842200014,-1.3919156507396941
26,1,89932,76,0,1.8436297621851616,-0.21756445009071526
81,1,177853,19,4,-1.318580403428358,1.4849949293349118
57,1,78617,48,4,0.36343327368591904,-0.07677954713570025
80,0,164700,53,3,-1.2324175118132457,1.0106270102381967
19,0,134116,60,3,0.6990005657536845,-0.6196522364842486
26,0,55298,33,1,0.12133105383315283,-1.9350261767586825
28,1,67047,81,0,1.9857362569664232,-0.4405892361134287
64,1,142915,67,4,0.4157561628615606,1.225393196829512
29,1,116859,8,0,0.035967419187715656,-0.6148432896433135
36,1,103135,16,0,0.08358228571848851,-0.5647015046837711
19,1,73031,70,0,1.946186040021333,-0.6806295386039868
63,0,51888,100,2,0.7373423255020454,-0.3746029627758236
37,0,50157,65,2,0.6089222768736492,-1.3799624112288253
77,1,131461,58,4,-0.11663851509377982,1.2226063874980013
57,1,20575,32,4,0.17183721746847108,-1.1053423295677194
77,0,87295,41,1,-1.1815518664455946,-0.3079677431451232
55,0,192499,86,3,0.14978042667550642,1.2935325135975093
38,0,187157,71,3,0.2695654710828638,0.6739934878804206
84,1,195881,75,4,-0.11284703443923157,2.501665691664803
55,0,107923,94,2,0.6240975864395147,0.18395835176716316
20,0,199963,99,3,1.3907949575285188,0.8273273736846688
46,1,70557,78,0,1.4117009776236926,-0.04997015941294156
47,1,71987,53,0,0.7781442452769446,-0.3192611611848421
70,0,138921,33,3,-1.3554608439828075,0.18369503690640837
88,0,23477,83,2,-0.2578172374464852,-0.46739761120455614
55,1,159702,47,4,0.12364702237129647,1.027922121056448
65,1,182311,91,4,0.8347518579595353,2.1078283056426117
90,0,95957,8,1,-2.3584741974981283,-0.32148771685544475
58,0,62434,54,2,-0.26851731204909196,-0.9004947490236831
90,1,137873,23,4,-1.3341884598463611,1.1520655171741598
79,1,173980,85,4,0.3369076179703,2.2079555406832987
62,1,134389,80,4,0.8114389773208797,1.223118225002336
34,1,85450,95,0,2.097905366709646,0.12239141464774692
68,1,143164,95,4,0.9797522082946932,1.6608964728338174
86,1,28578,79,4,0.48641549805023127,0.20177412959189023
53,0,166806,94,3,0.4823535660012795,0.9837137881960663
55,0,182541,87,3,0.20702414836602354,1.163612800065376
78,1,73774,100,4,1.0589736450153142,0.9409683388145637
75,0,60479,8,1,-1.8317969894786787,-1.1434166317571322
58,0,65322,50,1,-0.37439026126111186,-0.9089259642785358
25,1,187386,28,0,0.3911344137201978,0.55796587024813
28,1,78304,52,0,1.2504156541263887,-0.6401042859299437
50,1,43097,26,0,0.14303122581472394,-1.0048603396568556
80,1,193458,66,4,-0.21241259447705402,2.271230789922743
86,0,88528,52,2,-1.1660495783468312,0.035238712732720924
38,1,39786,31,0,0.6011442374382505,-1.2418672636829653
37,0,74619,37,1,-0.14633656019487462,-1.3782848549280753
50,1,192481,80,0,0.9446374406702343,1.801716317200917
39,0,122431,87,2,0.8430088778930915,-0.03141262347338009
53,0,179038,18,3,-1.387150761114202,0.2139869889962535
