Age,Annual Income,Spending Score,Income_Spending_Ratio,Gender_Code
82,144106,27,5146.642857142857,0
18,190347,96,1962.340206185567,0
60,53136,70,748.3943661971831,1
46,147084,36,3975.2432432432433,1
68,173025,46,3681.3829787234044,1
48,36389,77,466.52564102564105,0
88,188189,60,3085.065573770492,0
56,62564,48,1276.8163265306123,1
25,164167,14,10944.466666666667,1
28,175202,14,11680.133333333333,0
28,192538,70,2711.8028169014083,0
76,94624,1,47312.0,1
82,158904,65,2407.6363636363635,1
34,63835,36,1725.2702702702702,1
47,174933,99,1749.33,0
36,156567,63,2446.359375,0
57,114715,45,2493.804347826087,0
45,66961,8,7440.111111111111,0
53,173817,21,7900.772727272727,1
64,160201,11,13350.083333333334,0
32,187512,78,2373.5696202531644,0
46,105299,86,1210.3333333333333,0
38,81568,25,3137.230769230769,0
38,98995,87,1124.9431818181818,1
56,172607,93,1836.2446808510638,0
76,165228,23,6884.5,1
39,42009,4,8401.8,0
71,30186,33,887.8235294117648,0
26,133162,58,2256.9830508474574,1
22,49634,76,644.5974025974026,1
72,126729,20,6034.714285714285,1
64,191347,56,3356.964912280702,1
46,43245,95,450.46875,0
51,184981,80,2283.716049382716,0
64,121831,49,2436.62,1
72,130859,36,3536.7297297297296,0
28,198353,23,8264.708333333334,0
80,141526,56,2482.9122807017543,0
51,124167,58,2104.5254237288136,1
71,44569,51,857.0961538461538,1
74,50234,69,717.6285714285714,0
69,146040,1,73020.0,0
64,98568,28,3398.896551724138,1
32,115928,84,1363.8588235294117,1
53,163823,91,1780.6847826086957,1
38,162986,2,54328.666666666664,1
67,63804,17,3544.6666666666665,0
19,128210,83,1526.3095238095239,0
19,169831,88,1908.2134831460673,0
47,149570,9,14957.0,0
38,64984,24,2599.36,1
90,59247,73,800.6351351351351,1
28,134401,73,1816.2297297297298,1
85,108707,76,1411.7792207792209,1
33,159207,76,2067.6233766233768,0
68,102064,90,1121.5824175824175,1
79,42240,20,2011.4285714285713,1
55,140057,98,1414.7171717171718,1
30,150059,5,25009.833333333332,0
78,138708,61,2237.2258064516127,0
85,68162,23,2840.0833333333335,0
80,88886,81,1083.9756097560976,0
79,162936,63,2545.875,0
77,20219,62,320.93650793650795,0
87,178249,68,2583.31884057971,0
85,96795,88,1087.5842696629213,1
45,89023,75,1171.3552631578948,1
30,67020,73,905.6756756756756,1
59,157931,28,5445.896551724138,0
64,84889,19,4244.45,0
22,168650,37,4438.1578947368425,0
52,138022,66,2060.0298507462685,1
65,199543,50,3912.607843137255,1
87,154350,88,1734.2696629213483,0
52,185776,13,13269.714285714286,0
18,186738,61,3011.9032258064517,0
78,114975,93,1223.1382978723404,0
59,41046,81,500.5609756097561,1
78,67046,17,3724.777777777778,0
39,172947,80,2135.1481481481483,1
56,190186,100,1883.029702970297,1
64,45821,99,458.21,0
54,66618,91,724.1086956521739,1
70,147449,83,1755.345238095238,0
57,22756,92,244.68817204301075,1
44,121178,76,1573.7402597402597,0
43,108176,51,2080.3076923076924,0
52,134564,91,1462.6521739130435,1
38,98098,85,1140.6744186046512,1
39,22991,75,302.5131578947368,0
79,128346,64,1974.553846153846,0
27,25706,22,1117.6521739130435,1
53,23895,84,281.11764705882354,0
81,76163,30,2456.8709677419356,1
42,47894,4,9578.8,0
31,73736,56,1293.6140350877192,1
88,47369,18,2493.1052631578946,1
30,160576,11,13381.333333333334,0
20,146396,23,6099.833333333333,0
69,54026,52,1019.3584905660377,1
75,168173,44,3737.177777777778,0
38,148057,76,1922.8181818181818,1
48,153857,80,1899.469135802469,1
22,127337,41,3031.8333333333335,0
71,69684,94,733.5157894736842,0
56,115662,67,1700.9117647058824,1
54,108472,64,1668.8,1
56,146780,60,2406.2295081967213,1
46,117312,51,2256.0,1
52,99971,53,1851.3148148148148,0
62,198478,50,3891.725490196078,1
82,166585,39,4164.625,0
52,150286,33,4420.176470588235,1
22,58853,49,1177.06,0
76,184939,79,2311.7375,0
65,92110,75,1211.9736842105262,1
27,44794,41,1066.5238095238096,1
90,147332,8,16370.222222222223,0
30,156374,96,1612.1030927835052,1
34,190158,8,21128.666666666668,1
59,56846,4,11369.2,1
23,138174,11,11514.5,0
40,49651,45,1079.3695652173913,1
89,76892,71,1067.9444444444443,0
57,81124,72,1111.2876712328766,1
28,158552,77,2032.7179487179487,1
79,151627,99,1516.27,0
61,184076,53,3408.814814814815,1
50,140568,19,7028.4,1
58,75209,80,928.5061728395061,0
72,135424,100,1340.8316831683169,0
20,117363,74,1564.84,0
86,155307,62,2465.190476190476,0
82,162516,85,1889.7209302325582,1
43,42840,12,3295.3846153846152,1
27,86926,85,1010.7674418604652,0
60,156946,85,1824.953488372093,0
35,122545,60,2008.9344262295083,1
18,53619,85,623.4767441860465,0
47,71919,41,1712.357142857143,0
26,59049,26,2187.0,0
79,37902,69,541.4571428571429,0
89,23500,91,255.43478260869566,0
28,46311,74,617.48,0
46,94776,59,1579.6,1
58,128144,5,21357.333333333332,0
44,122820,59,2047.0,1
18,34929,89,388.1,0
27,140867,26,5217.2962962962965,1
89,91699,20,4366.619047619048,1
70,122694,31,3834.1875,0
51,189372,11,15781.0,0
58,36048,4,7209.6,0
81,80277,2,26759.0,1
90,142343,80,1757.320987654321,0
86,173081,98,1748.2929292929293,1
51,21515,62,341.5079365079365,1
39,131075,96,1351.2886597938145,1
36,87591,56,1536.6842105263158,0
54,42225,52,796.6981132075472,0
18,60358,12,4642.923076923077,1
55,187576,7,23447.0,0
80,38794,50,760.6666666666666,1
60,64171,43,1458.4318181818182,1
66,118931,24,4757.24,0
86,50949,94,536.3052631578947,0
28,185745,22,8075.869565217391,1
44,50337,58,853.1694915254237,0
27,122134,19,6106.7,1
83,99598,26,3688.814814814815,1
52,179906,73,2431.162162162162,1
67,97207,8,10800.777777777777,1
30,167479,10,15225.363636363636,1
27,37149,93,395.20212765957444,1
75,124144,54,2257.163636363636,1
42,184301,15,11518.8125,1
76,134957,75,1775.75,1
61,129391,23,5391.291666666667,0
73,26781,47,557.9375,1
42,116773,9,11677.3,1
44,52823,5,8803.833333333334,0
83,175458,41,4177.571428571428,0
79,154154,9,15415.4,1
65,79560,12,6120.0,1
29,172550,51,3318.269230769231,1
76,176627,36,4773.7027027027025,0
83,27017,54,491.2181818181818,1
63,44903,61,724.241935483871,0
35,143873,50,2821.0392156862745,1
89,104684,76,1359.5324675324675,0
62,29237,72,400.5068493150685,0
62,137838,41,3281.8571428571427,0
68,57604,46,1225.6170212765958,1
78,118335,76,1536.8181818181818,1
76,124799,100,1235.6336633663366,1
56,82586,67,1214.5,0
65,106533,77,1365.8076923076924,0
78,35800,2,11933.333333333334,0
68,72175,72,988.6986301369863,0
73,191600,70,2698.5915492957747,0
35,100175,95,1043.4895833333333,1
87,97807,76,1270.2207792207791,0
71,194974,73,2634.7837837837837,1
19,134579,82,1621.433734939759,1
77,63580,2,21193.333333333332,1
66,164334,3,41083.5,0
31,41970,23,1748.75,1
74,136978,26,5073.259259259259,0
29,26172,22,1137.9130434782608,1
76,142948,37,3761.7894736842104,0
88,187239,6,26748.428571428572,0
68,28898,96,297.91752577319585,0
70,159603,4,31920.6,1
63,86569,88,972.685393258427,1
50,171859,47,3580.3958333333335,0
80,62970,84,740.8235294117648,0
85,93068,85,1082.1860465116279,0
24,121573,16,7151.35294117647,0
45,142788,46,3038.0425531914893,0
83,107117,70,1508.6901408450703,0
88,88015,62,1397.063492063492,1
69,81847,1,40923.5,1
60,84991,29,2833.0333333333333,0
78,148063,30,4776.225806451613,1
19,165585,90,1819.6153846153845,0
47,86161,87,979.1022727272727,1
62,166010,72,2274.109589041096,0
71,89110,19,4455.5,1
58,38632,96,398.2680412371134,1
59,84890,58,1438.8135593220338,0
45,114074,3,28518.5,1
18,175422,16,10318.941176470587,0
43,88937,50,1743.862745098039,1
31,198216,73,2678.5945945945946,0
64,192101,76,2494.818181818182,0
79,191658,74,2555.44,0
19,51308,84,603.6235294117647,1
25,40636,23,1693.1666666666667,0
57,156684,36,4234.7027027027025,1
33,36334,7,4541.75,1
79,39800,45,865.2173913043479,0
86,168695,27,6024.821428571428,0
50,76619,83,912.1309523809524,1
73,188968,42,4394.604651162791,0
32,190592,95,1985.3333333333333,0
38,199337,30,6430.225806451613,0
51,194318,49,3886.36,0
59,42004,30,1354.967741935484,0
72,79579,78,1007.3291139240506,0
23,183097,81,2232.890243902439,1
69,152819,23,6367.458333333333,1
27,150865,29,5028.833333333333,0
85,110912,84,1304.8470588235293,1
22,86645,50,1698.921568627451,0
41,114174,54,2075.890909090909,1
52,25673,73,346.93243243243245,0
79,141582,68,2051.913043478261,0
86,36598,5,6099.666666666667,0
54,71638,76,930.3636363636364,0
76,156853,73,2119.635135135135,1
54,184475,35,5124.305555555556,0
52,116156,50,2277.5686274509803,0
58,101334,70,1427.2394366197184,1
88,112521,54,2045.8363636363636,0
81,46443,73,627.6081081081081,0
18,22123,75,291.0921052631579,0
50,85357,32,2586.5757575757575,0
46,92047,80,1136.3827160493827,1
34,58327,31,1822.71875,1
54,197013,55,3518.089285714286,1
82,59523,57,1026.2586206896551,1
60,100512,91,1092.5217391304348,0
26,80663,59,1344.3833333333334,1
86,69644,71,967.2777777777778,1
81,184311,21,8377.772727272728,1
70,132818,79,1660.225,0
53,180459,16,10615.235294117647,1
43,108039,43,2455.431818181818,1
49,172335,10,15666.818181818182,0
88,136703,55,2441.125,0
24,106157,65,1608.439393939394,1
81,50213,38,1287.5128205128206,1
89,121903,38,3125.7179487179487,0
34,55110,38,1413.076923076923,0
38,157866,31,4933.3125,1
51,160731,17,8929.5,1
57,190817,93,2029.968085106383,1
46,169659,22,7376.478260869565,1
68,132533,90,1456.4065934065934,1
23,76221,1,38110.5,1
23,85850,25,3301.923076923077,1
28,137796,53,2551.777777777778,0
19,148469,76,1928.1688311688313,1
67,126116,75,1659.421052631579,1
28,152379,27,5442.107142857143,0
24,44381,98,448.2929292929293,1
32,127137,93,1352.5212765957447,0
65,107650,3,26912.5,1
53,51690,46,1099.787234042553,0
72,186362,81,2272.7073170731705,1
32,135861,70,1913.5352112676057,1
73,110112,82,1326.6506024096386,1
87,70957,77,909.7051282051282,0
25,154146,82,1857.1807228915663,0
67,23168,24,926.72,0
18,171118,20,8148.476190476191,1
30,45778,55,817.4642857142857,0
59,190834,13,13631.0,1
68,106261,47,2213.7708333333335,0
62,33654,13,2403.8571428571427,0
57,199676,83,2377.095238095238,1
89,148616,10,13510.545454545454,1
69,43185,79,539.8125,0
84,111536,32,3379.878787878788,1
42,142568,72,1952.986301369863,1
22,73815,61,1190.5645161290322,1
26,48172,64,741.1076923076923,1
81,50143,57,864.5344827586207,0
32,56124,1,28062.0,1
74,51239,12,3941.4615384615386,0
46,169298,62,2687.2698412698414,1
66,21343,87,242.5340909090909,0
87,181956,97,1856.6938775510205,1
75,131443,38,3370.3333333333335,0
24,93204,78,1179.7974683544303,0
41,87935,34,2512.4285714285716,1
61,160189,49,3203.78,1
24,171996,13,12285.42857142857,1
69,58172,27,2077.5714285714284,0
62,68110,57,1174.3103448275863,0
58,114147,33,3357.264705882353,1
80,177638,19,8881.9,1
75,83092,7,10386.5,1
24,77789,18,4094.157894736842,0
64,44706,6,6386.571428571428,0
76,24796,98,250.46464646464648,0
27,187286,56,3285.719298245614,0
87,188693,97,1925.438775510204,0
51,55449,15,3465.5625,0
47,170478,85,1982.3023255813953,1
69,166319,16,9783.470588235294,0
35,131731,57,2271.2241379310344,1
87,125254,82,1509.0843373493976,0
24,45257,56,793.9824561403509,0
61,76806,25,2954.076923076923,0
53,188316,85,2189.720930232558,0
85,179665,37,4728.026315789473,1
53,82634,28,2849.448275862069,0
66,117768,49,2355.36,1
43,160048,98,1616.6464646464647,1
56,82746,55,1477.607142857143,1
71,110685,45,2406.195652173913,0
29,73030,86,839.4252873563219,1
56,60266,59,1004.4333333333333,1
45,58690,42,1364.8837209302326,1
18,93831,67,1379.8676470588234,0
74,149404,31,4668.875,1
19,93812,91,1019.695652173913,0
47,22917,33,674.0294117647059,0
70,91180,97,930.4081632653061,1
18,116357,36,3144.7837837837837,1
44,89390,93,950.9574468085107,1
66,83642,49,1672.84,1
25,131052,22,5697.913043478261,0
32,191370,16,11257.058823529413,1
35,30204,30,974.3225806451613,1
82,116446,77,1492.8974358974358,0
72,44734,79,559.175,1
19,80135,97,817.704081632653,0
73,29929,29,997.6333333333333,1
49,38434,80,474.4938271604938,1
29,197430,82,2378.6746987951806,1
25,74139,63,1158.421875,0
64,122365,84,1439.5882352941176,1
86,53294,31,1665.4375,0
40,35472,71,492.6666666666667,0
35,36425,5,6070.833333333333,1
34,135947,11,11328.916666666666,0
68,117804,50,2309.8823529411766,0
21,165503,98,1671.7474747474748,0
41,107443,50,2106.725490196078,1
56,109190,88,1226.8539325842696,0
73,50841,68,736.8260869565217,1
38,51000,31,1593.75,0
51,78604,68,1139.1884057971015,0
80,32817,80,405.14814814814815,0
47,25894,18,1362.842105263158,0
67,178100,58,3018.64406779661,0
90,161951,8,17994.555555555555,0
84,137534,66,2052.7462686567164,1
30,42229,28,1456.1724137931035,0
89,22809,57,393.2586206896552,1
66,190512,50,3735.529411764706,0
81,73258,47,1526.2083333333333,1
78,107979,95,1124.78125,1
47,197178,19,9858.9,1
60,100950,39,2523.75,0
29,179754,65,2723.5454545454545,1
90,191323,97,1952.2755102040817,1
85,155227,19,7761.35,0
61,191155,40,4662.317073170731,1
61,98064,64,1508.676923076923,1
30,20206,16,1188.5882352941176,1
63,107302,62,1703.2063492063492,1
72,135782,54,2468.7636363636366,1
56,178824,78,2263.5949367088606,0
20,103133,43,2343.931818181818,1
34,184492,56,3236.7017543859647,1
39,113582,32,3441.878787878788,0
69,92532,53,1713.5555555555557,0
51,132330,59,2205.5,0
55,55608,29,1853.6,1
41,44268,40,1079.7073170731708,1
20,52204,54,949.1636363636363,1
78,186166,8,20685.11111111111,1
31,86494,21,3931.5454545454545,1
36,115850,42,2694.186046511628,0
32,159946,60,2622.065573770492,0
34,199919,50,3919.9803921568628,1
33,34123,57,588.3275862068965,1
56,74342,93,790.8723404255319,0
24,80891,69,1155.5857142857142,1
34,20765,82,250.18072289156626,1
79,164813,61,2658.2741935483873,0
85,44316,8,4924.0,1
56,21370,30,689.3548387096774,0
78,143537,69,2050.5285714285715,0
34,114383,82,1378.1084337349398,0
44,176557,22,7676.391304347826,0
20,60196,75,792.0526315789474,0
23,79516,79,993.95,1
65,123161,28,4246.931034482759,1
43,85785,48,1750.7142857142858,1
35,74402,65,1127.3030303030303,0
35,177543,4,35508.6,1
39,70546,98,712.5858585858585,0
39,81673,61,1317.3064516129032,1
75,186467,49,3729.34,1
55,161285,37,4244.3421052631575,0
79,180099,50,3531.3529411764707,1
81,64584,44,1435.2,1
90,121122,74,1614.96,1
51,122671,55,2190.5535714285716,0
75,29075,24,1163.0,1
84,112241,81,1368.7926829268292,1
86,131452,31,4107.875,1
64,189450,51,3643.269230769231,0
30,39129,94,411.88421052631577,0
66,167376,60,2743.8688524590166,0
33,32694,30,1054.6451612903227,0
37,21615,43,491.25,0
75,154668,24,6186.72,0
41,39666,14,2644.4,1
26,89932,76,1167.948051948052,1
81,177853,19,8892.65,1
57,78617,48,1604.4285714285713,1
80,164700,53,3050.0,0
19,134116,60,2198.622950819672,0
26,55298,33,1626.4117647058824,0
28,67047,81,817.6463414634146,1
64,142915,67,2101.6911764705883,1
29,116859,8,12984.333333333334,1
36,103135,16,6066.764705882353,1
19,73031,70,1028.605633802817,1
63,51888,100,513.7425742574258,0
37,50157,65,759.9545454545455,0
77,131461,58,2228.1525423728813,1
57,20575,32,623.4848484848485,1
77,87295,41,2078.4523809523807,0
55,192499,86,2212.632183908046,0
38,187157,71,2599.402777777778,0
84,195881,75,2577.3815789473683,1
55,107923,94,1136.0315789473684,0
20,199963,99,1999.63,0
46,70557,78,893.126582278481,1
47,71987,53,1333.0925925925926,1
70,138921,33,4085.9117647058824,0
88,23477,83,279.48809523809524,0
55,159702,47,3327.125,1
65,182311,91,1981.641304347826,1
90,95957,8,10661.888888888889,0
58,62434,54,1135.1636363636364,0
90,137873,23,5744.708333333333,1
79,173980,85,2023.0232558139535,1
62,134389,80,1659.1234567901236,1
34,85450,95,890.1041666666666,1
68,143164,95,1491.2916666666667,1
86,28578,79,357.225,1
53,166806,94,1755.8526315789475,0
55,182541,87,2074.3295454545455,0
78,73774,100,730.4356435643564,1
75,60479,8,6719.888888888889,0
58,65322,50,1280.8235294117646,0
25,187386,28,6461.586206896552,1
28,78304,52,1477.433962264151,1
50,43097,26,1596.1851851851852,1
80,193458,66,2887.4328358208954,1
86,88528,52,1670.3396226415093,0
38,39786,31,1243.3125,1
37,74619,37,1963.657894736842,0
50,192481,80,2376.3086419753085,1
39,122431,87,1391.2613636363637,0
53,179038,18,9423.052631578947,0
52,169213,2,56404.333333333336,0
61,104479,25,4018.423076923077,0
25,153857,61,2481.564516129032,1
47,142183,4,28436.6,0
43,43556,26,1613.1851851851852,1
47,56055,73,757.5,1
62,125042,6,17863.14285714286,1
24,137805,27,4921.607142857143,1
54,185368,44,4119.288888888889,1
65,120561,15,7535.0625,0
54,158343,68,2294.8260869565215,0
87,185443,43,4214.613636363636,1
62,27893,68,404.2463768115942,0
90,145939,87,1658.3977272727273,0
36,43404,55,775.0714285714286,0
51,100259,74,1336.7866666666666,0
76,190908,58,3235.728813559322,1
86,61752,22,2684.8695652173915,1
55,160907,64,2475.492307692308,1
25,30546,4,6109.2,0
39,123784,7,15473.0,1
45,103930,39,2598.25,1
21,110598,4,22119.6,0
66,73495,8,8166.111111111111,1
68,71313,53,1320.611111111111,0
81,94200,25,3623.076923076923,1
64,32546,6,4649.428571428572,0
69,86735,44,1927.4444444444443,0
90,52625,88,591.2921348314607,1
72,154752,96,1595.381443298969,0
60,126673,97,1292.5816326530612,0
68,169632,36,4584.648648648648,0
54,188647,22,8202.04347826087,0
38,29812,38,764.4102564102565,0
68,186743,70,2630.1830985915494,0
26,161672,27,5774.0,0
83,182004,94,1915.8315789473684,0
29,166866,67,2453.9117647058824,1
49,37617,81,458.7439024390244,1
22,127065,27,4538.035714285715,0
66,45829,100,453.7524752475247,0
60,169662,22,7376.608695652174,0
74,49289,32,1493.6060606060605,1
36,144986,95,1510.2708333333333,0
83,107969,20,5141.380952380952,1
69,34551,74,460.68,1
36,171142,37,4503.736842105263,0
81,104805,73,1416.2837837837837,1
46,76323,84,897.9176470588235,1
34,80153,13,5725.214285714285,0
65,42523,90,467.2857142857143,0
43,197928,8,21992.0,1
23,39238,3,9809.5,1
75,122810,86,1411.6091954022988,1
85,122186,90,1342.7032967032967,1
47,68927,57,1188.396551724138,0
27,36897,94,388.38947368421054,0
46,27800,62,441.26984126984127,1
22,26270,10,2388.181818181818,1
86,182585,66,2725.1492537313434,1
73,78364,62,1243.873015873016,1
47,55091,58,933.7457627118644,0
65,167925,17,9329.166666666666,0
40,83498,77,1070.4871794871794,1
56,98022,1,49011.0,1
58,130004,63,2031.3125,0
32,69150,10,6286.363636363636,0
63,168907,20,8043.190476190476,1
79,63283,53,1171.9074074074074,1
89,68960,5,11493.333333333334,1
42,31626,12,2432.769230769231,0
44,175105,94,1843.2105263157894,1
82,142302,6,20328.85714285714,0
71,34610,20,1648.095238095238,1
82,173473,92,1865.3010752688172,1
21,143193,14,9546.2,1
64,38031,78,481.40506329113924,1
18,98403,21,4472.863636363636,0
69,157059,42,3652.5348837209303,1
59,95554,77,1225.051282051282,1
76,114313,54,2078.418181818182,1
70,196954,21,8952.454545454546,0
59,193354,54,3515.5272727272727,1
21,186776,84,2197.364705882353,0
39,151439,23,6309.958333333333,1
70,72095,29,2403.1666666666665,1
29,196555,54,3573.7272727272725,0
55,46289,35,1285.8055555555557,0
34,43247,37,1138.078947368421,0
20,133550,78,1690.506329113924,0
53,149683,4,29936.6,1
49,65372,42,1520.2790697674418,0
76,20496,52,386.7169811320755,1
32,190513,29,6350.433333333333,1
29,50206,94,528.4842105263158,1
77,186429,28,6428.586206896552,1
34,57780,23,2407.5,1
40,172351,13,12310.785714285714,0
82,75432,47,1571.5,0
58,96512,81,1176.9756097560976,1
78,64046,36,1730.972972972973,0
58,69015,3,17253.75,0
25,53087,19,2654.35,0
18,103070,48,2103.469387755102,1
44,53827,7,6728.375,0
70,134442,55,2400.75,1
86,154075,4,30815.0,0
21,130106,50,2551.098039215686,0
53,176769,22,7685.608695652174,1
30,53170,55,949.4642857142857,0
21,165394,91,1797.7608695652175,1
78,144384,90,1586.6373626373627,1
77,146241,62,2321.285714285714,0
35,198983,33,5852.441176470588,0
34,80840,37,2127.3684210526317,1
69,195575,57,3371.9827586206898,0
55,43900,20,2090.4761904761904,1
45,129383,33,3805.3823529411766,0
35,39410,82,474.8192771084337,0
23,179976,38,4614.7692307692305,1
39,29969,44,665.9777777777778,1
71,188475,13,13462.5,0
85,134267,17,7459.277777777777,1
22,20994,22,912.7826086956521,1
30,62539,6,8934.142857142857,1
34,81746,12,6288.153846153846,0
47,26328,38,675.0769230769231,0
62,141148,41,3360.6666666666665,1
62,77454,53,1434.3333333333333,0
54,43311,16,2547.705882352941,1
54,177125,53,3280.0925925925926,0
29,152539,50,2990.9607843137255,0
75,80248,1,40124.0,0
50,103647,25,3986.423076923077,0
19,179522,11,14960.166666666666,0
57,53070,24,2122.8,0
43,167500,50,3284.3137254901962,0
59,45565,44,1012.5555555555555,0
82,75553,70,1064.1267605633802,1
79,191411,8,21267.88888888889,1
23,141271,43,3210.7045454545455,0
20,159038,63,2484.96875,1
37,91584,95,954.0,1
31,184523,39,4613.075,0
32,35894,33,1055.7058823529412,0
22,96652,56,1695.6491228070176,1
89,68715,43,1561.7045454545455,1
48,184065,19,9203.25,0
50,153306,16,9018.0,0
88,175388,74,2338.5066666666667,1
61,115609,43,2627.4772727272725,1
41,121739,76,1581.025974025974,0
75,38489,22,1673.4347826086957,1
89,195013,11,16251.083333333334,0
38,68921,60,1129.8524590163934,1
23,35933,47,748.6041666666666,0
57,129001,57,2224.155172413793,1
52,186731,10,16975.545454545456,0
51,176688,58,2994.7118644067796,1
19,116554,6,16650.571428571428,0
29,69845,62,1108.6507936507937,1
43,136467,44,3032.6,0
75,82772,94,871.2842105263157,1
83,87193,61,1406.3387096774193,0
72,41724,20,1986.857142857143,1
88,165909,75,2183.0131578947367,1
71,139774,78,1769.2911392405063,1
63,157359,37,4141.026315789473,0
50,89085,44,1979.6666666666667,1
31,147347,60,2415.5245901639346,0
65,58255,79,728.1875,1
88,136166,41,3242.0476190476193,1
71,37596,41,895.1428571428571,0
43,92862,60,1522.327868852459,1
72,87830,36,2373.7837837837837,0
68,79811,78,1010.2658227848101,1
81,32955,32,998.6363636363636,0
78,100301,28,3458.655172413793,1
22,123217,57,2124.4310344827586,1
52,104060,87,1182.5,1
20,167081,25,6426.192307692308,1
37,60583,12,4660.2307692307695,1
33,30671,50,601.3921568627451,0
83,198970,45,4325.434782608696,1
20,83044,44,1845.4222222222222,1
54,21480,63,335.625,0
76,30327,6,4332.428571428572,0
63,52566,73,710.3513513513514,1
73,79269,51,1524.4038461538462,0
24,143443,95,1494.1979166666667,1
69,67771,56,1188.9649122807018,1
80,145101,1,72550.5,0
77,59524,3,14881.0,1
64,111693,61,1801.5,0
80,45165,38,1158.076923076923,0
35,21589,35,599.6944444444445,1
26,147475,17,8193.055555555555,0
69,131998,45,2869.521739130435,1
68,182635,39,4565.875,1
62,179491,21,8158.681818181818,1
18,185527,100,1836.90099009901,1
63,141200,88,1586.5168539325844,1
29,55737,85,648.1046511627907,0
37,113179,35,3143.8611111111113,1
77,87884,18,4625.473684210527,0
68,21753,13,1553.7857142857142,1
73,175068,9,17506.8,0
51,52455,99,524.55,0
59,99007,14,6600.466666666666,1
79,169284,88,1902.0674157303372,0
29,117490,90,1291.098901098901,0
45,171563,49,3431.26,0
46,67191,43,1527.0681818181818,1
89,144817,35,4022.6944444444443,0
48,87953,96,906.7319587628866,1
65,126775,74,1690.3333333333333,0
23,178822,16,10518.941176470587,0
69,121702,76,1580.5454545454545,1
41,164463,88,1847.8988764044943,1
84,147735,20,7035.0,0
61,74488,21,3385.818181818182,1
77,20853,64,320.81538461538463,0
19,95853,87,1089.2386363636363,0
80,150729,14,10048.6,1
47,116844,46,2486.0425531914893,0
24,156470,65,2370.757575757576,1
31,159140,95,1657.7083333333333,1
85,56196,23,2341.5,1
26,67031,62,1063.984126984127,0
76,67594,48,1379.469387755102,1
28,178785,21,8126.590909090909,0
50,31252,19,1562.6,0
58,80369,64,1236.446153846154,1
53,92354,64,1420.8307692307692,1
76,87030,92,935.8064516129032,1
43,46697,57,805.1206896551724,0
55,48132,23,2005.5,0
90,87855,82,1058.4939759036145,1
57,53950,21,2452.2727272727275,0
78,168069,68,2435.782608695652,0
22,179238,50,3514.470588235294,0
58,138580,54,2519.6363636363635,0
74,105593,70,1487.225352112676,1
73,154476,28,5326.758620689655,0
55,158827,34,4537.914285714286,0
26,42568,62,675.6825396825396,0
69,45626,21,2073.909090909091,0
32,45638,73,616.7297297297297,0
64,195458,30,6305.096774193548,0
48,95478,42,2220.4186046511627,1
66,72612,29,2420.4,1
87,187078,11,15589.833333333334,1
47,110143,22,4788.826086956522,0
54,93348,65,1414.3636363636363,0
32,162066,82,1952.6024096385543,1
75,194004,74,2586.72,1
89,27181,83,323.5833333333333,0
86,108169,60,1773.2622950819673,1
62,112548,61,1815.2903225806451,0
23,179706,52,3390.6792452830186,0
89,63275,46,1346.276595744681,1
43,102575,12,7890.384615384615,1
44,146124,47,3044.25,1
45,114766,72,1572.13698630137,1
52,50597,34,1445.6285714285714,0
31,32632,9,3263.2,1
68,192283,62,3052.1111111111113,0
63,141862,72,1943.3150684931506,0
71,28492,42,662.6046511627907,0
71,132360,77,1696.923076923077,1
88,84496,59,1408.2666666666667,0
80,36767,77,471.37179487179486,1
73,75648,52,1427.3207547169811,0
49,103842,27,3708.6428571428573,0
45,45316,52,855.0188679245283,1
47,189487,14,12632.466666666667,0
32,99791,55,1781.982142857143,0
87,46674,13,3333.8571428571427,0
40,195890,30,6319.032258064516,0
83,123185,53,2281.203703703704,1
79,167263,13,11947.357142857143,1
88,129964,33,3822.470588235294,0
44,42331,85,492.22093023255815,0
87,156140,42,3631.1627906976746,0
60,81070,32,2456.6666666666665,1
65,171578,68,2486.6376811594205,0
55,112017,58,1898.593220338983,1
30,27871,59,464.51666666666665,1
54,88486,48,1805.8367346938776,1
47,169589,31,5299.65625,1
37,38663,33,1137.1470588235295,0
40,157831,11,13152.583333333334,1
56,73361,24,2934.44,0
75,124972,76,1623.012987012987,1
48,142716,97,1456.2857142857142,0
80,124883,32,3784.3333333333335,0
88,34694,6,4956.285714285715,0
67,129921,17,7217.833333333333,0
68,88066,75,1158.7631578947369,1
38,128892,87,1464.6818181818182,1
61,192834,38,4944.461538461538,1
56,123311,98,1245.5656565656566,1
32,142748,30,4604.774193548387,1
48,101905,38,2612.948717948718,0
69,120028,54,2182.327272727273,0
34,35601,27,1271.4642857142858,0
85,176416,64,2714.0923076923077,0
79,75862,42,1764.2325581395348,0
37,56955,68,825.4347826086956,1
74,57160,45,1242.608695652174,1
65,173110,32,5245.757575757576,0
65,89819,12,6909.153846153846,1
79,127489,5,21248.166666666668,0
42,128399,36,3470.2432432432433,1
28,165059,3,41264.75,1
44,156125,65,2365.530303030303,0
51,77516,80,956.9876543209876,1
73,97823,68,1417.7246376811595,1
35,130322,42,3030.7441860465115,0
34,40961,74,546.1466666666666,1
23,161123,82,1941.2409638554218,1
36,43369,96,447.10309278350513,0
39,169978,55,3035.3214285714284,1
55,168156,36,4544.756756756757,1
87,26910,24,1076.4,0
86,193658,13,13832.714285714286,1
66,106793,29,3559.766666666667,0
38,105406,7,13175.75,0
